,Date,Price,Open,High,Low,Vol.,Change %,portid_rizhao,portname_rizhao,country_rizhao,ISO3_rizhao,portcalls_container_rizhao,portcalls_dry_bulk_rizhao,portcalls_general_cargo_rizhao,portcalls_roro_rizhao,portcalls_tanker_rizhao,portcalls_cargo_rizhao,portcalls_rizhao,import_container_rizhao,import_dry_bulk_rizhao,import_general_cargo_rizhao,import_roro_rizhao,import_tanker_rizhao,import_cargo_rizhao,import_rizhao,export_container_rizhao,export_dry_bulk_rizhao,export_general_cargo_rizhao,export_roro_rizhao,export_tanker_rizhao,export_cargo_rizhao,export_rizhao,ObjectId_rizhao,portid_santos,portname_santos,country_santos,ISO3_santos,portcalls_container_santos,portcalls_dry_bulk_santos,portcalls_general_cargo_santos,portcalls_roro_santos,portcalls_tanker_santos,portcalls_cargo_santos,portcalls_santos,import_container_santos,import_dry_bulk_santos,import_general_cargo_santos,import_roro_santos,import_tanker_santos,import_cargo_santos,import_santos,export_container_santos,export_dry_bulk_santos,export_general_cargo_santos,export_roro_santos,export_tanker_santos,export_cargo_santos,export_santos,ObjectId_santos
434,2023-02-24,"1,529.00","1,536.25","1,544.25","1,526.00",71.90K,-0.34%,port1105,Rizhao,China,CHN,0,4,0,0,0,4,4,0.0,48523.1155520007,0.0,0.0,0.0,48523.1155520007,48523.1155520007,0.0,8020.21351854135,0.0,0.0,0.0,8020.21351854135,8020.21351854135,252204,port1160,Santos,Brazil,BRA,4,6,3,0,3,13,16,26298.0555292061,14821.4917895831,1169.91753968278,0.0,13033.6936957875,42289.464858472,55323.1585542595,0.0,129330.940587627,25629.4325694933,0.0,9279.43249569804,154960.37315712,164239.805652818,374400
433,2023-02-27,"1,518.25","1,529.50","1,533.50","1,515.25",43.69K,-0.70%,port1105,Rizhao,China,CHN,0,3,3,0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51276.572136643,334.695652173913,0.0,0.0,51611.2677888169,51611.2677888169,252227,port1160,Santos,Brazil,BRA,5,5,1,0,3,11,14,12701.470195084,0.0,0.0,0.0,4640.74023794022,12701.470195084,17342.2104330242,80919.0776613856,138407.233821991,0.0,0.0,22693.149968045,219326.311483377,242019.461451422,374131
432,2023-02-28,"1,490.50","1,518.25","1,518.25","1,489.50",9.03K,-1.83%,port1105,Rizhao,China,CHN,3,3,0,0,0,6,6,382.375128535539,147626.577271179,0.0,0.0,0.0,148008.952399715,148008.952399715,18584.0920145071,1151.75371526075,0.0,0.0,0.0,19735.8457297678,19735.8457297678,252232,port1160,Santos,Brazil,BRA,5,5,1,0,1,11,12,27105.2368694357,6784.36090284531,0.0,0.0,861.538312056492,33889.597772281,34751.1360843375,46883.0465570713,118274.012901543,15301.2095756428,0.0,0.0,180458.269034258,180458.269034258,374135
431,2023-03-01,"1,504.25","1,491.50","1,509.50","1,491.50",2.79K,0.92%,port1105,Rizhao,China,CHN,0,5,1,0,0,6,6,0.0,80365.0105392209,0.0,0.0,0.0,80365.0105392209,80365.0105392209,0.0,28026.0557660933,5942.32268143768,0.0,0.0,33968.378447531,33968.378447531,252237,port1160,Santos,Brazil,BRA,5,2,1,0,5,8,13,36889.1510931759,0.0,0.0,0.0,15531.222187973,36889.1510931759,52420.3732811488,5119.91769722253,79750.9555375422,9366.74180335886,0.0,44053.0565214516,94237.6150381236,138290.671559575,374145
430,2023-03-02,"1,519.75","1,504.50","1,526.50","1,501.50",2.03K,1.03%,port1105,Rizhao,China,CHN,0,5,2,0,0,7,7,0.0,262929.599440905,37.2810571045368,0.0,0.0,262966.88049801,262966.88049801,0.0,0.0,1363.30102505694,0.0,0.0,1363.30102505694,1363.30102505694,252242,port1160,Santos,Brazil,BRA,6,7,2,0,1,15,16,23184.2982961026,26030.0548699482,0.0,0.0,0.0,49214.3531660508,49214.3531660508,30475.5882141782,174720.655494388,12123.9406787697,0.0,0.0,217320.184387335,217320.184387335,374151
429,2023-03-03,"1,530.50","1,519.50","1,537.00","1,519.25",1.61K,0.71%,port1105,Rizhao,China,CHN,3,4,1,0,0,8,8,0.0,121805.925676813,3360.21222540496,0.0,0.0,125166.137902218,125166.137902218,5895.40452341385,17150.9061066641,0.0,0.0,0.0,23046.3106300779,23046.3106300779,252247,port1160,Santos,Brazil,BRA,6,5,0,0,4,11,15,27191.9395278828,0.0,0.0,0.0,17407.44379669,27191.9395278828,44599.3833245728,40876.7520797323,201387.057117762,0.0,0.0,21883.388167188,242263.809197494,264147.197364682,374157
428,2023-03-06,"1,541.00","1,528.75","1,550.00","1,523.75",1.13K,0.69%,port1105,Rizhao,China,CHN,3,6,2,0,0,11,11,7993.6581347115,279713.476936497,0.0,0.0,0.0,287707.135071208,287707.135071208,0.0,11111.524962749,1839.98223460776,0.0,0.0,12951.5071973568,12951.5071973568,252318,port1160,Santos,Brazil,BRA,6,8,1,1,3,16,19,8234.25303507756,15895.6769149959,0.0,0.0,20002.6581428139,24129.9299500734,44132.5880928873,92980.3341161449,234751.04763805,30827.9444268071,10280.0207592513,27215.0506022853,368839.346940254,396054.397542539,374173
427,2023-03-07,"1,525.25","1,538.00","1,538.00","1,523.75",0.65K,-1.02%,port1105,Rizhao,China,CHN,3,2,1,0,0,6,6,14328.9809100839,108738.789708309,0.0,0.0,0.0,123067.770618393,123067.770618393,268.750210795722,0.0,194.766420246298,0.0,0.0,463.51663104202,463.51663104202,252320,port1160,Santos,Brazil,BRA,7,4,1,0,2,12,14,53029.1379513861,12340.6690171307,0.0,0.0,305.205056855482,65369.8069685168,65675.0120253723,34221.3086012971,110763.316433695,28490.7695361835,0.0,10315.2971819939,173475.394571176,183790.69175317,374179
426,2023-03-08,"1,526.75","1,525.25","1,539.00","1,524.50",0.27K,0.10%,port1105,Rizhao,China,CHN,0,5,1,0,0,6,6,0.0,285794.542936926,0.0,0.0,0.0,285794.542936926,285794.542936926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252322,port1160,Santos,Brazil,BRA,3,8,1,1,1,13,14,0.0,25880.680590413,0.0,0.0,0.0,25880.680590413,25880.680590413,11836.9767527545,160308.129750663,5635.11988861009,5163.08208111642,8697.07581824032,182943.308473144,191640.384291384,374185
425,2023-03-09,"1,520.00","1,529.50","1,535.50","1,516.00",0.22K,-0.44%,port1105,Rizhao,China,CHN,2,4,0,0,0,6,6,815.387121662679,106098.284062275,0.0,0.0,0.0,106913.671183938,106913.671183938,32678.2322383411,11915.5108266774,0.0,0.0,0.0,44593.7430650185,44593.7430650185,252324,port1160,Santos,Brazil,BRA,5,3,1,0,3,9,12,3828.81056449331,0.0,0.0,0.0,0.0,3828.81056449331,3828.81056449331,31939.5654744734,87101.3434128638,416.2065513671,0.0,16526.048500426,119457.115438704,135983.16393913,374191
424,2023-03-10,"1,513.00","1,515.00","1,521.75","1,511.00",0.47K,-0.46%,port1105,Rizhao,China,CHN,1,6,2,0,0,9,9,1272.96058996933,198562.160620517,3124.79057251509,0.0,0.0,202959.911783001,202959.911783001,0.0,0.0,2029.33192708562,0.0,0.0,2029.33192708562,2029.33192708562,252326,port1160,Santos,Brazil,BRA,6,8,1,0,4,15,19,51169.5644273475,44437.5263124865,0.0,0.0,17573.4816876214,95607.090739834,113180.572427455,26297.4079578696,203775.38681652,28044.4359808996,0.0,22820.0035632963,258117.230755289,280937.234318585,374197
423,2023-03-13,"1,500.00","1,521.75","1,524.75","1,500.50",0.14K,-0.86%,port1105,Rizhao,China,CHN,1,3,1,0,0,5,5,0.0,69300.5128840269,0.0,0.0,0.0,69300.5128840269,69300.5128840269,0.0,5776.0490515554,6473.80041303035,0.0,0.0,12249.8494645857,12249.8494645857,252332,port1160,Santos,Brazil,BRA,7,0,1,0,3,8,11,10325.9015691451,0.0,0.0,0.0,12886.8889282079,10325.9015691451,23212.790497353,103095.619112167,0.0,2260.91435700849,0.0,30382.4130228248,105356.533469175,135738.946492,374215
422,2023-03-14,"1,499.75","1,501.00","1,502.50","1,499.75",0.04K,-0.02%,port1105,Rizhao,China,CHN,3,5,3,0,0,11,11,2183.51847776905,486357.238799213,0.0,0.0,0.0,488540.757276982,488540.757276982,2340.04501589647,0.0,1879.85803389804,0.0,0.0,4219.90304979451,4219.90304979451,252334,port1160,Santos,Brazil,BRA,6,5,1,1,3,13,16,31207.9181182935,9490.2654218794,0.0,0.0,0.0,40698.1835401729,40698.1835401729,40938.8582003961,151311.454228762,46071.2355432583,2201.76527361477,25635.693290022,240523.313246031,266159.006536053,374221
421,2023-03-15,"1,489.25","1,494.00","1,500.00","1,480.00",115.25K,-0.70%,port1105,Rizhao,China,CHN,1,6,0,0,0,7,7,0.0,151158.232635479,0.0,0.0,0.0,151158.232635479,151158.232635479,1456.35084586972,40117.5041452651,0.0,0.0,0.0,41573.8549911348,41573.8549911348,252336,port1160,Santos,Brazil,BRA,5,8,1,0,2,14,16,45499.5958524037,16336.8989578313,15385.2813769932,0.0,915.615170566445,77221.7761872282,78137.3913577947,29666.6968916434,184931.931893312,0.0,0.0,0.0,214598.628784956,214598.628784956,374227
420,2023-03-16,"1,491.50","1,489.25","1,498.00","1,478.00",107.04K,0.15%,port1105,Rizhao,China,CHN,2,4,2,0,0,8,8,0.0,232188.810112412,34053.8622978782,0.0,0.0,266242.672410291,266242.672410291,2624.52901630602,0.0,0.0,0.0,0.0,2624.52901630602,2624.52901630602,252339,port1160,Santos,Brazil,BRA,4,6,2,1,1,13,14,6917.84675957775,16332.1306273916,828.99542359507,1150.00302352401,0.0,25228.9758340884,25228.9758340884,27192.9726740792,148811.611207455,5635.11988861009,0.0,0.0,181639.703770144,181639.703770144,374232
419,2023-03-17,"1,476.50","1,492.50","1,498.00","1,470.00",119.47K,-1.01%,port1105,Rizhao,China,CHN,2,4,3,0,0,9,9,0.0,58983.1728422596,2766.92273519927,0.0,0.0,61750.0955774588,61750.0955774588,5629.32204480279,3313.41670502314,2430.14955839022,0.0,0.0,11372.8883082161,11372.8883082161,252342,port1160,Santos,Brazil,BRA,6,5,0,0,2,11,13,18524.1261496385,30708.2584118939,0.0,0.0,0.0,49232.3845615324,49232.3845615324,32016.433313144,104375.851071023,0.0,0.0,30718.0741094762,136392.284384168,167110.358493644,374237
418,2023-03-20,"1,486.00","1,473.00","1,487.75","1,462.00",122.78K,0.64%,port1105,Rizhao,China,CHN,0,8,3,0,0,11,11,0.0,235971.965470938,2281.02837992872,0.0,0.0,238252.993850866,238252.993850866,0.0,33293.7360351782,1640.4442143313,0.0,0.0,34934.1802495095,34934.1802495095,252351,port1160,Santos,Brazil,BRA,5,5,1,1,3,12,15,2393.46080823315,27956.0274616564,0.0,0.0,2167.6997750072,30349.4882698896,32517.1880448968,79610.4935704441,135491.227968444,18573.2922376091,2350.38285688412,3501.85822662747,236025.396633382,239527.254860009,374255
417,2023-03-21,"1,467.00","1,483.75","1,497.00","1,465.00",101.49K,-1.28%,port1105,Rizhao,China,CHN,0,2,4,0,0,6,6,0.0,18628.2351430416,822.389059808174,0.0,0.0,19450.6242028498,19450.6242028498,0.0,0.0,445.182247636603,0.0,0.0,445.182247636603,445.182247636603,252356,port1160,Santos,Brazil,BRA,4,7,4,0,3,15,18,36924.8590731116,11954.9354997947,8679.89245574179,0.0,3372.68185930842,57559.6870286481,60932.3688879566,17576.6585907392,189011.187291715,41611.3899815492,0.0,18213.2634498389,248199.235864004,266412.499313843,374260
416,2023-03-22,"1,448.50","1,467.75","1,472.00","1,443.25",141.74K,-1.26%,port1105,Rizhao,China,CHN,1,4,0,0,0,5,5,0.0,272241.727507144,0.0,0.0,0.0,272241.727507144,272241.727507144,5276.24617125371,0.0,0.0,0.0,0.0,5276.24617125371,5276.24617125371,252359,port1160,Santos,Brazil,BRA,5,4,1,2,2,12,14,22767.6720693126,14026.957107356,1713.9347420996,0.0,0.0,38508.5639187682,38508.5639187682,742.319613840671,73105.5797117265,0.0,4583.38029192812,21901.2228841114,78431.2796174953,100332.502501607,374265
415,2023-03-23,"1,419.50","1,450.00","1,454.25","1,415.25",157.57K,-2.00%,port1105,Rizhao,China,CHN,1,7,1,0,0,9,9,815.387121662679,153184.556048213,2846.96557590028,0.0,0.0,156846.908745776,156846.908745776,8744.89123590795,19046.6862372271,0.0,0.0,0.0,27791.577473135,27791.577473135,252362,port1160,Santos,Brazil,BRA,10,5,0,0,2,15,17,42998.0588569092,0.0,0.0,0.0,0.0,42998.0588569092,42998.0588569092,55574.968857227,170028.542754404,0.0,0.0,14926.9437423328,225603.511611631,240530.455353964,374272
414,2023-03-24,"1,428.25","1,419.50","1,432.00","1,405.00",143.04K,0.62%,port1105,Rizhao,China,CHN,3,3,0,0,0,6,6,0.0,55269.6683883262,0.0,0.0,0.0,55269.6683883262,55269.6683883262,9551.45666409816,0.0,0.0,0.0,0.0,9551.45666409816,9551.45666409816,252365,port1160,Santos,Brazil,BRA,4,2,2,1,3,9,12,12264.4788850595,0.0,0.0,0.0,0.0,12264.4788850595,12264.4788850595,24092.1494632704,39305.0139409045,33796.7217686557,3471.36726689572,55617.2947923054,100665.252439726,156282.547232032,374278
413,2023-03-27,"1,442.25","1,428.75","1,445.50","1,423.25",98.10K,0.98%,port1105,Rizhao,China,CHN,1,6,1,0,0,8,8,0.0,215526.479459059,8130.93568980621,0.0,0.0,223657.415148865,223657.415148865,1266.85643594828,37862.3410336854,0.0,0.0,0.0,39129.1974696337,39129.1974696337,252374,port1160,Santos,Brazil,BRA,4,5,0,0,3,9,12,4213.92326874206,24645.9799337358,0.0,0.0,29425.612344399,28859.9032024778,58285.5155468768,55146.3225601726,141699.393555178,0.0,0.0,0.0,196845.716115351,196845.716115351,374296
412,2023-03-28,"1,467.75","1,441.50","1,469.75","1,439.75",122.63K,1.77%,port1105,Rizhao,China,CHN,4,4,1,0,0,9,9,3794.57020494074,145129.545268757,0.0,0.0,0.0,148924.115473697,148924.115473697,2595.27416516413,0.0,3056.52507375046,0.0,0.0,5651.79923891459,5651.79923891459,252377,port1160,Santos,Brazil,BRA,5,6,2,2,2,15,17,33867.2588852811,61346.2672689684,0.0,0.0,10162.3247384724,95213.5261542495,105375.850892722,32258.3387401261,139347.168741429,8048.23079129535,7244.26242346536,0.0,186898.000696316,186898.000696316,374301
411,2023-03-29,"1,477.25","1,466.00","1,479.75","1,462.50",106.00K,0.65%,port1105,Rizhao,China,CHN,1,3,6,0,0,10,10,0.0,117653.737396134,5366.54960842012,0.0,0.0,123020.287004554,123020.287004554,7246.17472846054,116.706616422273,4213.61561966178,0.0,0.0,11576.4969645446,11576.4969645446,252380,port1160,Santos,Brazil,BRA,4,4,2,0,4,10,14,19053.3519917653,0.0,1732.95933591624,0.0,13452.7008646723,20786.3113276815,34239.0121923538,0.0,170893.363020925,18730.2018348624,0.0,0.0,189623.564855787,189623.564855787,374306
410,2023-03-30,"1,474.50","1,476.50","1,483.50","1,471.00",110.08K,-0.19%,port1105,Rizhao,China,CHN,1,3,0,0,0,4,4,0.0,81351.8648423914,0.0,0.0,0.0,81351.8648423914,81351.8648423914,9461.05243304432,0.0,0.0,0.0,0.0,9461.05243304432,9461.05243304432,252383,port1160,Santos,Brazil,BRA,6,3,2,0,3,11,14,16026.3812714477,28977.718120274,0.0,0.0,19370.2635875607,45004.0993917217,64374.3629792824,59257.0520617587,88917.4628088896,1120.08945662755,0.0,13067.5030161746,149294.604327276,162362.10734345,374312
409,2023-03-31,"1,505.50","1,473.25","1,513.75","1,468.00",167.86K,2.10%,port1105,Rizhao,China,CHN,4,7,3,0,0,14,14,150.917450886405,421149.091942856,5081.7516616283,0.0,0.0,426381.761055371,426381.761055371,7768.72652515072,31205.4234243661,1074.94873558889,0.0,0.0,40049.0986851057,40049.0986851057,252385,port1160,Santos,Brazil,BRA,3,8,0,0,1,11,12,29971.7823285755,19920.1630291755,0.0,0.0,287.18108076417,49891.945357751,50179.1264385151,1883.77664661979,190427.490165165,0.0,0.0,0.0,192311.266811785,192311.266811785,374318
408,2023-04-03,"1,522.00","1,510.00","1,527.75","1,509.75",121.61K,1.10%,port1105,Rizhao,China,CHN,0,4,0,0,0,4,4,0.0,169341.672425817,0.0,0.0,0.0,169341.672425817,169341.672425817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252040,port1160,Santos,Brazil,BRA,2,6,1,1,0,10,10,11642.4912456293,12165.9699207608,0.0,0.0,0.0,23808.4611663901,23808.4611663901,0.0,161992.456086837,19405.0433895492,6330.27665240573,0.0,187727.776128792,187727.776128792,374337
407,2023-04-04,"1,517.50","1,520.00","1,523.75","1,505.50",112.29K,-0.30%,port1105,Rizhao,China,CHN,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252065,port1160,Santos,Brazil,BRA,9,4,3,0,3,16,19,80836.7604607642,0.0,739.806519237,0.0,2141.14444561483,81576.5669800012,83717.711425616,34282.493801607,135320.382552582,32308.0820102954,0.0,14472.7326514957,201910.958364484,216383.69101598,374343
406,2023-04-05,"1,511.00","1,517.50","1,527.00","1,506.50",124.12K,-0.43%,port1105,Rizhao,China,CHN,1,7,1,0,0,9,9,0.0,285584.715737116,0.0,0.0,0.0,285584.715737116,285584.715737116,0.0,5683.1499953925,1623.04536154621,0.0,0.0,7306.19535693871,7306.19535693871,252072,port1160,Santos,Brazil,BRA,5,4,1,0,1,10,11,50994.1417208953,2844.27505991642,0.0,0.0,5984.02117240229,53838.4167808117,59822.437953214,1767.43940682038,128766.414598347,1601.3362554942,0.0,0.0,132135.190260662,132135.190260662,374349
405,2023-04-06,"1,492.50","1,510.00","1,510.25","1,483.25",115.78K,-1.22%,port1105,Rizhao,China,CHN,3,7,3,0,0,13,13,2325.54326842118,236467.255307241,4900.37960804209,0.0,0.0,243693.178183705,243693.178183705,11951.8967024711,31803.8472982754,9116.93400874879,0.0,0.0,52872.6780094952,52872.6780094952,252131,port1160,Santos,Brazil,BRA,6,6,0,0,4,12,16,15013.3397783246,19816.4018990206,0.0,0.0,11885.1316552786,34829.7416773452,46714.8733326238,28288.0343206314,140338.665995291,0.0,0.0,61200.0875982867,168626.700315923,229826.787914209,374354
404,2023-04-07,"1,492.50","1,492.50","1,492.50","1,492.50",,0.00%,port1105,Rizhao,China,CHN,2,4,0,0,0,6,6,552.502268537228,273483.1262115,0.0,0.0,0.0,274035.628480038,274035.628480038,252.589551516363,0.0,0.0,0.0,0.0,252.589551516363,252.589551516363,252136,port1160,Santos,Brazil,BRA,6,4,1,0,2,11,13,16611.3489000927,13772.4623868653,2863.42373998539,0.0,6842.81987146683,33247.2350269434,40090.0548984102,129175.720472426,116972.930572258,0.0,0.0,5296.92998950814,246148.651044684,251445.581034192,374359
403,2023-04-10,"1,487.25","1,493.25","1,499.75","1,482.50",105.04K,-0.35%,port1105,Rizhao,China,CHN,1,7,0,0,0,8,8,0.0,293066.555709291,0.0,0.0,0.0,293066.555709291,293066.555709291,3844.83579312734,2298.67708168655,0.0,0.0,0.0,6143.51287481389,6143.51287481389,252149,port1160,Santos,Brazil,BRA,5,3,3,0,3,11,14,42636.9853027782,0.0,22825.0627726474,0.0,18051.9861920796,65462.0480754256,83514.0342675052,24156.2311623783,118122.377986985,1418.77567003305,0.0,0.0,143697.384819396,143697.384819396,374373
402,2023-04-11,"1,497.25","1,487.75","1,507.50","1,486.25",156.75K,0.67%,port1105,Rizhao,China,CHN,3,7,0,0,0,10,10,11388.9171344123,309918.2982794,0.0,0.0,0.0,321307.215413812,321307.215413812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252150,port1160,Santos,Brazil,BRA,4,5,0,1,4,10,14,7016.66384427246,18954.4432689816,0.0,0.0,6617.37802055852,25971.1071132541,32588.4851338126,41012.6423799657,94620.0049774588,0.0,1659.08396484336,9386.79081338303,137291.731322268,146678.522135651,374378
401,2023-04-12,"1,504.25","1,497.50","1,510.50","1,491.00",132.90K,0.47%,port1105,Rizhao,China,CHN,2,2,3,0,0,7,7,0.0,157811.916003934,167.347826086957,0.0,0.0,157979.263830021,157979.263830021,11825.3521012169,0.0,10175.5460256555,0.0,0.0,22000.8981268725,22000.8981268725,252151,port1160,Santos,Brazil,BRA,5,9,1,1,0,16,16,30485.524154641,46935.8878783954,11452.0026492143,0.0,0.0,88873.4146822507,88873.4146822507,0.0,217783.339337859,0.0,6599.18186428968,0.0,224382.521202148,224382.521202148,374383
400,2023-04-13,"1,501.00","1,504.25","1,522.25","1,500.50",132.34K,-0.22%,port1105,Rizhao,China,CHN,0,6,0,0,0,6,6,0.0,381141.167856196,0.0,0.0,0.0,381141.167856196,381141.167856196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252152,port1160,Santos,Brazil,BRA,6,4,0,0,3,10,13,4770.54836284155,14309.452396077,0.0,0.0,5744.74556924566,19080.0007589185,24824.7463281642,92090.0312265661,48738.2705820676,0.0,0.0,6331.56428319734,140828.301808634,147159.866091831,374387
399,2023-04-14,"1,500.50","1,502.00","1,503.75","1,490.00",118.38K,-0.03%,port1105,Rizhao,China,CHN,2,4,0,0,0,6,6,0.0,152717.252803304,0.0,0.0,0.0,152717.252803304,152717.252803304,6121.09692878156,29531.7466341349,0.0,0.0,0.0,35652.8435629165,35652.8435629165,252153,port1160,Santos,Brazil,BRA,6,5,1,0,3,12,15,18966.3099202705,0.0,0.0,0.0,8830.13200402605,18966.3099202705,27796.4419242965,20514.8876263409,149405.385075189,9726.57366969041,0.0,10714.7895064308,179646.84637122,190361.635877651,374391
398,2023-04-17,"1,517.00","1,500.50","1,519.00","1,496.25",85.45K,1.10%,port1105,Rizhao,China,CHN,1,1,1,0,0,3,3,0.0,94257.49041416,0.0,0.0,0.0,94257.49041416,94257.49041416,967.836812588575,0.0,205.235066389319,0.0,0.0,1173.07187897789,1173.07187897789,252156,port1160,Santos,Brazil,BRA,5,8,2,1,3,16,19,2384.09040730565,18482.1448253662,0.0,0.0,16512.1449963459,20866.2352326718,37378.3802290177,67535.824231231,229223.829520371,8562.75850130488,2481.05177881795,1623.8066082426,307803.464031724,309427.270639967,374060
397,2023-04-18,"1,519.25","1,515.75","1,531.50","1,511.00",99.16K,0.15%,port1105,Rizhao,China,CHN,2,4,4,0,0,10,10,201.299936274068,302601.938343675,2123.97269557996,0.0,0.0,304927.210975529,304927.210975529,868.004207085626,0.0,4863.7517058124,0.0,0.0,5731.75591289803,5731.75591289803,252157,port1160,Santos,Brazil,BRA,4,2,2,0,4,8,12,0.0,10479.4060143946,0.0,0.0,0.0,10479.4060143946,10479.4060143946,48859.5866091421,30388.770422245,32702.8317729884,0.0,25650.3880720548,111951.188804376,137601.57687643,374123
396,2023-04-19,"1,506.50","1,517.25","1,521.50","1,506.00",95.85K,-0.84%,port1105,Rizhao,China,CHN,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252158,port1160,Santos,Brazil,BRA,7,2,1,1,3,11,14,39035.3950212652,1081.033727834,1116.19612280754,0.0,2111.2914115766,41232.6248719067,43343.9162834833,7557.47042347641,39915.1764687942,9066.67995159389,3856.12433811354,43059.3708473778,60395.4511819781,103454.822029356,374127
395,2023-04-20,"1,497.50","1,505.00","1,506.00","1,488.25",95.69K,-0.60%,port1105,Rizhao,China,CHN,0,5,0,0,0,5,5,0.0,201568.971125363,0.0,0.0,0.0,201568.971125363,201568.971125363,0.0,45617.0496436886,0.0,0.0,0.0,45617.0496436886,45617.0496436886,252159,port1160,Santos,Brazil,BRA,7,4,2,1,2,14,16,61908.1477750912,19129.0349093315,0.0,0.0,3202.78337259973,81037.1826844227,84239.9660570224,16960.357706277,128037.001684943,8551.77005204167,7434.98890993929,13572.4997747217,160984.118353201,174556.618127923,374132
394,2023-04-21,"1,483.50","1,497.00","1,500.00","1,480.00",89.80K,-0.93%,port1105,Rizhao,China,CHN,4,6,2,0,0,12,12,785.284813047237,136590.036101948,3215.08650457089,0.0,0.0,140590.407419566,140590.407419566,7060.5666412088,7601.93682636749,0.0,0.0,0.0,14662.5034675763,14662.5034675763,252160,port1160,Santos,Brazil,BRA,5,6,0,0,1,11,12,6020.50762186007,5116.36913470884,0.0,0.0,8519.50043375715,11136.8767565689,19656.3771903261,36925.0431813492,202661.021142482,0.0,0.0,0.0,239586.064323831,239586.064323831,374137
393,2023-04-24,"1,465.25","1,483.50","1,500.00","1,463.25",87.80K,-1.23%,port1105,Rizhao,China,CHN,0,3,3,0,1,6,7,0.0,126212.543109068,3198.81442442318,0.0,0.0,129411.357533491,129411.357533491,0.0,0.0,10704.6651344268,0.0,0.0,10704.6651344268,10704.6651344268,252163,port1160,Santos,Brazil,BRA,5,3,4,0,3,12,15,1849.85312242939,52560.8226078081,277.818372563448,0.0,0.0,54688.4941028009,54688.4941028009,68795.1645457659,13529.8523378824,37181.1526263834,0.0,16279.8139369204,119506.169510032,135785.983446952,374155
392,2023-04-25,"1,445.25","1,463.50","1,471.25","1,437.75",62.59K,-1.36%,port1105,Rizhao,China,CHN,0,2,1,0,0,3,3,0.0,54269.7675264673,0.0,0.0,0.0,54269.7675264673,54269.7675264673,0.0,0.0,1192.26554871449,0.0,0.0,1192.26554871449,1192.26554871449,252164,port1160,Santos,Brazil,BRA,5,7,0,1,7,13,20,0.0,0.0,0.0,1103.47336043566,8879.97443374128,1103.47336043566,9983.44779417694,53552.6890004615,167913.465326025,0.0,0.0,33827.7840971028,221466.154326486,255293.938423589,374161
391,2023-04-26,"1,436.00","1,445.25","1,456.50","1,434.00",51.19K,-0.64%,port1105,Rizhao,China,CHN,1,7,3,0,0,11,11,1352.12443239361,335500.723075092,0.0,0.0,0.0,336852.847507486,336852.847507486,1886.84446390668,61842.3143977316,7614.58907950429,0.0,0.0,71343.7479411426,71343.7479411426,252165,port1160,Santos,Brazil,BRA,6,6,0,0,2,12,14,17494.4677983095,3619.2422890347,0.0,0.0,12196.3508580391,21113.7100873442,33310.0609453833,33874.2528217652,128269.119072621,0.0,0.0,6582.00769054318,162143.371894386,168725.37958493,374167
390,2023-04-27,"1,426.75","1,435.00","1,443.00","1,420.75",22.19K,-0.64%,port1105,Rizhao,China,CHN,1,5,1,0,0,7,7,1455.36923061451,63756.1712697673,16000.9133254423,0.0,0.0,81212.4538258241,81212.4538258241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252166,port1160,Santos,Brazil,BRA,4,4,1,1,3,10,13,0.0,0.0,0.0,0.0,5866.38182719071,0.0,5866.38182719071,55325.3812599091,136899.369753594,31360.6839952686,575.055848855553,18546.132497431,224160.490857627,242706.623355058,374172
389,2023-04-28,"1,444.25","1,432.75","1,449.00","1,425.00",3.37K,1.23%,port1105,Rizhao,China,CHN,2,4,5,0,0,11,11,0.0,229314.064902896,0.0,0.0,0.0,229314.064902896,229314.064902896,23534.7572710953,15381.3378483115,7905.62696442626,0.0,0.0,46821.7220838331,46821.7220838331,252167,port1160,Santos,Brazil,BRA,9,4,1,0,0,14,14,23366.0145996653,947.769821707756,0.0,0.0,0.0,24313.7844213731,24313.7844213731,62160.6419931368,57960.843543423,2365.10141804512,0.0,0.0,122486.586954605,122486.586954605,374178
388,2023-05-01,"1,454.75","1,444.50","1,455.25","1,441.00",0.60K,0.73%,port1105,Rizhao,China,CHN,2,5,2,0,0,9,9,0.0,323695.620731592,0.0,0.0,0.0,323695.620731592,323695.620731592,7221.41668301849,0.0,9172.75405191806,0.0,0.0,16394.1707349366,16394.1707349366,252170,port1160,Santos,Brazil,BRA,5,5,0,1,2,11,13,73757.9931399143,0.0,0.0,0.0,7181.66315762382,73757.9931399143,80939.6562975381,20057.3319841867,119149.584257648,0.0,1981.32077604299,4573.00408426462,141188.237017878,145761.241102142,374196
