,date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
1091937,2019/03/08 00:00:00+00,2019,3,8,port183,Buenaventura,Colombia,COL,4,1,0,1,0,6,6,22278.0169578547,0.0,0.0,1817.96806214013,0.0,24095.9850199949,24095.9850199949,2524.73724099588,18203.2787958196,0.0,0.0,0.0,20728.0160368155,20728.0160368155,1091938
1091940,2019/03/09 00:00:00+00,2019,3,9,port183,Buenaventura,Colombia,COL,1,0,0,1,0,2,2,1271.26451227433,0.0,0.0,2301.55418074981,0.0,3572.81869302414,3572.81869302414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091941
1091943,2019/03/10 00:00:00+00,2019,3,10,port183,Buenaventura,Colombia,COL,2,1,0,0,0,3,3,8204.02328727435,10026.0903447238,0.0,0.0,0.0,18230.1136319982,18230.1136319982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091944
1091946,2019/03/11 00:00:00+00,2019,3,11,port183,Buenaventura,Colombia,COL,2,1,0,1,0,4,4,3810.14302881811,26499.9220578143,0.0,917.807216229277,0.0,31227.8723028617,31227.8723028617,2056.83577120307,0.0,0.0,0.0,0.0,2056.83577120307,2056.83577120307,1091947
1091948,2019/03/12 00:00:00+00,2019,3,12,port183,Buenaventura,Colombia,COL,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091949
1091950,2019/03/13 00:00:00+00,2019,3,13,port183,Buenaventura,Colombia,COL,3,4,0,0,1,7,8,15076.5232364508,49045.7249801912,0.0,0.0,2187.84028746369,64122.248216642,66310.0885041057,8526.1538627112,914.027040177796,0.0,0.0,0.0,9440.180902889,9440.180902889,1091951
1091953,2019/03/14 00:00:00+00,2019,3,14,port183,Buenaventura,Colombia,COL,4,1,0,1,0,6,6,18956.4429372032,21690.7375814286,0.0,2270.53084599075,0.0,42917.7113646225,42917.7113646225,13034.836997255,0.0,0.0,0.0,0.0,13034.836997255,13034.836997255,1091954
1091956,2019/03/15 00:00:00+00,2019,3,15,port183,Buenaventura,Colombia,COL,1,1,0,1,0,3,3,1933.61700605281,4771.35250830056,0.0,907.887087792046,0.0,7612.85660214542,7612.85660214542,0.0,0.0,0.0,101.048181363975,0.0,101.048181363975,101.048181363975,1091957
1091959,2019/03/16 00:00:00+00,2019,3,16,port183,Buenaventura,Colombia,COL,1,1,0,0,1,2,3,0.0,15689.8884141151,0.0,0.0,5812.21627593325,15689.8884141151,21502.1046900483,10111.6572133294,0.0,0.0,0.0,0.0,10111.6572133294,10111.6572133294,1091960
1091962,2019/03/17 00:00:00+00,2019,3,17,port183,Buenaventura,Colombia,COL,3,2,0,0,1,5,6,17472.8056963676,21014.5874873536,0.0,0.0,0.0,38487.3931837212,38487.3931837212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091963
1091965,2019/03/18 00:00:00+00,2019,3,18,port183,Buenaventura,Colombia,COL,1,1,0,0,1,2,3,6582.34909282363,0.0,0.0,0.0,524.21916403353,6582.34909282363,7106.56825685716,0.0,48306.4823021027,0.0,0.0,0.0,48306.4823021027,48306.4823021027,1091966
1091968,2019/03/19 00:00:00+00,2019,3,19,port183,Buenaventura,Colombia,COL,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,3026.61010627767,0.0,3026.61010627767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091969
1091971,2019/03/20 00:00:00+00,2019,3,20,port183,Buenaventura,Colombia,COL,3,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19941.1939770202,0.0,0.0,0.0,0.0,19941.1939770202,19941.1939770202,1091972
1091974,2019/03/21 00:00:00+00,2019,3,21,port183,Buenaventura,Colombia,COL,3,1,0,0,1,4,5,14145.4334257999,29083.7568351969,0.0,0.0,4563.98750160734,43229.1902609969,47793.1777626042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091975
1091977,2019/03/22 00:00:00+00,2019,3,22,port183,Buenaventura,Colombia,COL,3,1,0,0,0,4,4,10428.4568742417,2938.11215913941,0.0,0.0,0.0,13366.5690333811,13366.5690333811,12124.947795331,0.0,0.0,0.0,0.0,12124.947795331,12124.947795331,1091978
1091986,2019/03/23 00:00:00+00,2019,3,23,port183,Buenaventura,Colombia,COL,2,1,2,0,0,5,5,21935.3965189127,25288.8681441313,17424.419797699,0.0,0.0,64648.684460743,64648.684460743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091987
1091987,2019/03/24 00:00:00+00,2019,3,24,port183,Buenaventura,Colombia,COL,1,0,1,0,1,2,3,0.0,0.0,1685.19028457989,0.0,6325.46255105421,1685.19028457989,8010.65283563409,1251.70462416607,0.0,0.0,0.0,0.0,1251.70462416607,1251.70462416607,1091988
1091989,2019/03/25 00:00:00+00,2019,3,25,port183,Buenaventura,Colombia,COL,1,2,0,0,0,3,3,0.0,25021.2212197542,0.0,0.0,0.0,25021.2212197542,25021.2212197542,677.322764810044,0.0,0.0,0.0,0.0,677.322764810044,677.322764810044,1091990
