,Date,Price,Open,High,Low,Vol.,Change %,portid_buenaventura,portname_buenaventura,country_buenaventura,ISO3_buenaventura,portcalls_container_buenaventura,portcalls_dry_bulk_buenaventura,portcalls_general_cargo_buenaventura,portcalls_roro_buenaventura,portcalls_tanker_buenaventura,portcalls_cargo_buenaventura,portcalls_buenaventura,import_container_buenaventura,import_dry_bulk_buenaventura,import_general_cargo_buenaventura,import_roro_buenaventura,import_tanker_buenaventura,import_cargo_buenaventura,import_buenaventura,export_container_buenaventura,export_dry_bulk_buenaventura,export_general_cargo_buenaventura,export_roro_buenaventura,export_tanker_buenaventura,export_cargo_buenaventura,export_buenaventura,ObjectId_buenaventura,portid_neworleans,portname_neworleans,country_neworleans,ISO3_neworleans,portcalls_container_neworleans,portcalls_dry_bulk_neworleans,portcalls_general_cargo_neworleans,portcalls_roro_neworleans,portcalls_tanker_neworleans,portcalls_cargo_neworleans,portcalls_neworleans,import_container_neworleans,import_dry_bulk_neworleans,import_general_cargo_neworleans,import_roro_neworleans,import_tanker_neworleans,import_cargo_neworleans,import_neworleans,export_container_neworleans,export_dry_bulk_neworleans,export_general_cargo_neworleans,export_roro_neworleans,export_tanker_neworleans,export_cargo_neworleans,export_neworleans,ObjectId_neworleans
605,2022-06-14,226.9,224.0,229.15,222.8,19.99K,1.54%,port183,Buenaventura,Colombia,COL,1,1,0,0,0,2,2,6204.84532524525,3296.6409105273,0.0,0.0,0.0,9501.48623577254,9501.48623577254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093043,port812,New Orleans,United States,USA,1,8,1,0,4,10,14,0.0,0.0,5188.37979282244,0.0,14401.3065718262,5188.37979282244,19589.6863646487,8887.00843961554,132266.754434101,0.0,0.0,12042.3249973326,141153.762873717,153196.08787105,3125100
604,2022-06-15,228.5,225.5,229.7,221.7,18.48K,0.71%,port183,Buenaventura,Colombia,COL,2,0,0,0,0,2,2,10061.0761753216,0.0,0.0,0.0,0.0,10061.0761753216,10061.0761753216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093048,port812,New Orleans,United States,USA,0,7,2,0,5,9,14,0.0,4239.07586549578,6408.20601635496,0.0,0.0,10647.2818818507,10647.2818818507,0.0,66261.4407490923,8934.54938548206,0.0,55076.2462212458,75195.9901345743,130272.23635582,3125105
603,2022-06-16,231.8,228.5,232.9,226.2,14.33K,1.44%,port183,Buenaventura,Colombia,COL,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.5268985552,0.0,0.0,0.0,0.0,1374.5268985552,1374.5268985552,1093053,port812,New Orleans,United States,USA,0,3,0,0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99266.8660331972,0.0,0.0,2109.12077339348,99266.8660331972,101375.986806591,3125135
602,2022-06-17,227.4,232.8,234.3,226.45,16.45K,-1.90%,port183,Buenaventura,Colombia,COL,1,0,0,0,1,1,2,534.747960649787,0.0,0.0,0.0,892.478376588008,534.747960649787,1427.2263372378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093058,port812,New Orleans,United States,USA,0,6,3,0,8,9,17,0.0,30378.99808841,0.0,0.0,34792.583817952,30378.99808841,65171.581906362,0.0,85399.6184950716,27646.7752682138,0.0,31948.9107164451,113046.393763285,144995.304479731,3125138
601,2022-06-21,232.35,227.6,235.25,227.4,30.34K,2.18%,port183,Buenaventura,Colombia,COL,2,1,0,0,1,3,4,10383.3020746283,0.0,0.0,0.0,0.0,10383.3020746283,10383.3020746283,0.0,2710.81406228591,0.0,0.0,4237.789134986,2710.81406228591,6948.60319727191,1093083,port812,New Orleans,United States,USA,1,7,2,0,7,10,17,0.0,9505.75903643282,2383.59168480625,0.0,11600.9035998442,11889.3507212391,23490.2543210833,1968.72268202752,29998.5833584356,0.0,0.0,69896.9594691369,31967.3060404631,101864.2655096,3125155
600,2022-06-22,236.4,231.25,237.1,230.4,13.14K,1.74%,port183,Buenaventura,Colombia,COL,2,0,1,0,1,3,4,7956.65561585879,0.0,4883.11690890053,0.0,6675.86783102299,12839.7725247593,19515.6403557823,318.618700864448,0.0,0.0,0.0,0.0,318.618700864448,318.618700864448,1093088,port812,New Orleans,United States,USA,0,8,0,0,7,8,15,0.0,35420.0923173374,0.0,0.0,30944.4739676724,35420.0923173374,66364.5662850098,0.0,90747.9322301691,0.0,0.0,33035.4946874699,90747.9322301691,123783.426917639,3125159
599,2022-06-23,229.0,235.55,236.25,228.1,16.82K,-3.13%,port183,Buenaventura,Colombia,COL,0,1,0,1,0,2,2,0.0,5232.79650483303,0.0,2288.54762526948,0.0,7521.34413010251,7521.34413010251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093093,port812,New Orleans,United States,USA,2,3,2,0,6,7,13,0.0,0.0,35985.8785953762,0.0,9908.73316789975,35985.8785953762,45894.6117632759,12854.0403334569,46273.0596333248,0.0,0.0,38784.7777559238,59127.0999667818,97911.8777227056,3125163
598,2022-06-24,223.25,228.55,232.35,222.25,17.51K,-2.51%,port183,Buenaventura,Colombia,COL,2,0,0,0,1,2,3,10303.5539271911,0.0,0.0,0.0,9822.42841485828,10303.5539271911,20125.9823420494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093097,port812,New Orleans,United States,USA,0,4,0,0,4,4,8,0.0,0.0,0.0,0.0,15191.4755211016,0.0,15191.4755211016,0.0,38345.9483888209,0.0,0.0,28390.2528202474,38345.9483888209,66736.2012090683,3125167
597,2022-06-27,222.1,223.45,226.0,220.1,15.60K,-0.52%,port183,Buenaventura,Colombia,COL,2,3,0,0,0,5,5,10547.110365018,27410.9192092251,0.0,0.0,0.0,37958.0295742432,37958.0295742432,606.352774852145,5256.68748559165,0.0,0.0,0.0,5863.0402604438,5863.0402604438,1093112,port812,New Orleans,United States,USA,1,10,0,0,4,11,15,0.0,16525.9061612901,0.0,0.0,438.800411067457,16525.9061612901,16964.7065723576,8816.42313328909,151807.98665362,0.0,0.0,22859.9333721129,160624.409786909,183484.343159022,3125178
596,2022-06-28,217.75,223.45,224.35,217.1,16.94K,-1.96%,port183,Buenaventura,Colombia,COL,2,0,1,0,0,3,3,5874.79334999678,0.0,2763.93094801068,0.0,0.0,8638.72429800746,8638.72429800746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093117,port812,New Orleans,United States,USA,1,4,0,0,5,5,10,9929.22256416068,14417.2812594365,0.0,0.0,51302.3571040158,24346.5038235972,75648.860927613,0.0,54665.5713377265,0.0,0.0,37777.4164160565,54665.5713377265,92442.987753783,3125180
595,2022-06-29,228.25,218.0,230.2,217.55,26.70K,4.82%,port183,Buenaventura,Colombia,COL,2,0,0,0,1,2,3,18772.541911314,0.0,0.0,0.0,701.907937070104,18772.541911314,19474.4498483841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093122,port812,New Orleans,United States,USA,1,5,1,0,6,7,13,0.0,14974.7739884378,0.0,0.0,0.0,14974.7739884378,14974.7739884378,978.888203718408,111327.871339641,6383.63920466232,0.0,63471.3412848538,118690.398748021,182161.740032875,3125182
594,2022-06-30,230.1,227.85,231.65,227.85,14.05K,0.81%,port183,Buenaventura,Colombia,COL,2,1,1,1,2,5,7,26580.7682297109,12977.5094647656,3968.94521964459,1100.46903618099,3904.21932538718,44627.6919503021,48531.9112756893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093126,port812,New Orleans,United States,USA,0,8,0,0,10,8,18,0.0,33863.2361150367,0.0,0.0,14111.0633218289,33863.2361150367,47974.2994368656,0.0,52277.3606067328,0.0,0.0,67342.8772455381,52277.3606067328,119620.237852271,3125184
593,2022-07-01,224.65,231.05,236.05,223.7,19.59K,-2.37%,port183,Buenaventura,Colombia,COL,1,0,0,1,0,2,2,9185.63606904916,0.0,0.0,0.0,0.0,9185.63606904916,9185.63606904916,0.0,0.0,0.0,1146.93140011592,0.0,1146.93140011592,1146.93140011592,1093131,port812,New Orleans,United States,USA,0,6,3,0,6,9,15,0.0,10540.9669334866,490.112457862269,0.0,54120.0042637226,11031.0793913489,65151.0836550714,0.0,34321.0907404519,42018.2690612758,0.0,36208.0201466741,76339.3598017277,112547.379948402,3125185
592,2022-07-05,221.05,224.5,225.9,220.15,15.31K,-1.60%,port183,Buenaventura,Colombia,COL,2,0,0,0,0,2,2,23219.4079542906,0.0,0.0,0.0,0.0,23219.4079542906,23219.4079542906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093151,port812,New Orleans,United States,USA,2,9,1,0,7,12,19,0.0,27114.1506551939,0.0,0.0,19688.2890054371,27114.1506551939,46802.439660631,22192.706196513,79305.1058259668,9513.73948198839,0.0,8825.30354987578,111011.551504468,119836.855054344,3124855
591,2022-07-06,219.2,222.2,223.95,218.3,15.30K,-0.84%,port183,Buenaventura,Colombia,COL,0,2,0,0,1,2,3,0.0,32363.5612501755,0.0,0.0,3082.59210377424,32363.5612501755,35446.1533539498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093161,port812,New Orleans,United States,USA,2,11,0,0,5,13,18,0.0,12652.282807618,0.0,0.0,19368.4382018361,12652.282807618,32020.7210094541,13867.7078203344,107342.802236094,0.0,0.0,55831.0975509888,121210.510056428,177041.607607417,3124862
590,2022-07-07,218.9,219.2,223.7,218.35,15.35K,-0.14%,port183,Buenaventura,Colombia,COL,2,1,0,1,1,4,5,10987.1886446841,32233.0642631688,0.0,315.789473684212,0.0,43536.0423815371,43536.0423815371,0.0,0.0,0.0,0.0,396.495845592104,0.0,396.495845592104,1093166,port812,New Orleans,United States,USA,0,12,0,0,4,12,16,0.0,38364.2495970888,0.0,0.0,0.0,38364.2495970888,38364.2495970888,0.0,153277.739486013,0.0,0.0,57984.0401439784,153277.739486013,211261.779629992,3124868
589,2022-07-08,220.45,218.8,221.75,215.1,19.09K,0.71%,port183,Buenaventura,Colombia,COL,1,2,0,1,0,4,4,5772.88707916874,54008.7940601244,0.0,1732.92143165135,0.0,61514.6025709445,61514.6025709445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093171,port812,New Orleans,United States,USA,2,4,2,0,7,8,15,2059.58023522523,9032.58545586563,0.0,0.0,30651.8455200458,11092.1656910909,41744.0112111366,3319.25386302746,57930.7262898803,10158.8789578738,0.0,27581.0738642529,71408.8591107815,98989.9329750344,3124874
588,2022-07-11,213.25,219.2,220.0,212.7,17.93K,-3.27%,port183,Buenaventura,Colombia,COL,1,0,0,0,0,1,1,4314.86511155342,0.0,0.0,0.0,0.0,4314.86511155342,4314.86511155342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093184,port812,New Orleans,United States,USA,2,6,1,0,3,9,12,4090.50704024758,57135.2114972973,2735.68350904173,0.0,6394.36435406579,63961.4020465866,70355.7664006524,0.0,44564.6148359139,0.0,0.0,0.0,44564.6148359139,44564.6148359139,3124939
587,2022-07-12,205.35,212.8,214.5,204.75,26.08K,-3.70%,port183,Buenaventura,Colombia,COL,0,1,0,0,1,1,2,0.0,22914.2053379212,0.0,0.0,0.0,22914.2053379212,22914.2053379212,0.0,0.0,0.0,0.0,512.901877565477,0.0,512.901877565477,1093195,port812,New Orleans,United States,USA,0,2,0,0,4,2,6,0.0,3162.25000000002,0.0,0.0,75099.4908432024,3162.25000000002,78261.7408432025,0.0,2044.19865327287,0.0,0.0,19237.7249962744,2044.19865327287,21281.9236495473,3124945
586,2022-07-13,207.35,207.3,209.85,205.25,19.73K,0.97%,port183,Buenaventura,Colombia,COL,3,0,0,0,0,3,3,29685.7060771542,0.0,0.0,0.0,0.0,29685.7060771542,29685.7060771542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093198,port812,New Orleans,United States,USA,0,2,3,0,5,5,10,0.0,385.045867350702,890.392492883684,0.0,36792.1538143826,1275.43836023439,38067.592174617,0.0,31527.7603710281,17580.7330626611,0.0,14616.3593083781,49108.4934336892,63724.8527420673,3124951
585,2022-07-14,195.3,207.2,207.3,194.95,31.31K,-5.81%,port183,Buenaventura,Colombia,COL,1,0,0,0,0,1,1,3656.86591483128,0.0,0.0,0.0,0.0,3656.86591483128,3656.86591483128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093247,port812,New Orleans,United States,USA,0,3,0,0,5,3,8,0.0,11484.1320223268,0.0,0.0,492.505242486678,11484.1320223268,11976.6372648135,0.0,1138.71122374956,0.0,0.0,17927.7447780461,1138.71122374956,19066.4560017957,3124956
584,2022-07-15,199.8,198.0,202.15,194.6,21.17K,2.30%,port183,Buenaventura,Colombia,COL,1,2,0,0,0,3,3,0.0,19862.8302655816,0.0,0.0,0.0,19862.8302655816,19862.8302655816,2653.45740011067,0.0,0.0,0.0,0.0,2653.45740011067,2653.45740011067,1093263,port812,New Orleans,United States,USA,0,3,0,0,8,3,11,0.0,38772.2797630437,0.0,0.0,315.077573945829,38772.2797630437,39087.3573369895,0.0,6720.28104311269,0.0,0.0,71802.6250812854,6720.28104311269,78522.9061243981,3124962
583,2022-07-18,215.2,202.0,216.4,202.0,26.26K,7.71%,port183,Buenaventura,Colombia,COL,1,1,0,0,0,2,2,4178.75131080623,33953.2063738441,0.0,0.0,0.0,38131.9576846503,38131.9576846503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093281,port812,New Orleans,United States,USA,1,5,2,0,2,8,10,0.0,32379.5957404122,8717.97065062314,0.0,0.0,41097.5663910354,41097.5663910354,2828.57268262814,65038.1997111629,0.0,0.0,40729.9181549733,67866.772393791,108596.690548764,3124980
582,2022-07-19,216.5,215.0,216.75,211.35,14.04K,0.60%,port183,Buenaventura,Colombia,COL,1,1,0,0,0,2,2,633.911910309918,17459.4647561126,0.0,0.0,0.0,18093.3766664226,18093.3766664226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093332,port812,New Orleans,United States,USA,0,6,0,0,6,6,12,0.0,44877.7476179856,0.0,0.0,438.800411067457,44877.7476179856,45316.548029053,0.0,46424.0738070681,0.0,0.0,58175.0552416488,46424.0738070681,104599.129048717,3124985
581,2022-07-20,213.95,211.5,214.35,209.9,7.90K,-1.18%,port183,Buenaventura,Colombia,COL,2,0,1,0,1,3,4,27235.4544099717,0.0,18668.0561256553,0.0,5265.53552603541,45903.510535627,51169.0460616624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093336,port812,New Orleans,United States,USA,1,8,1,0,10,10,20,649.232454017588,21217.5393180155,0.0,0.0,91391.1023379063,21866.7717720331,113257.874109939,6375.89369966526,146255.744965834,11275.0885246824,0.0,59824.9453634269,163906.727190181,223731.672553608,3124990
580,2022-07-21,211.75,212.75,213.9,210.1,6.76K,-1.03%,port183,Buenaventura,Colombia,COL,2,0,0,0,0,2,2,31599.7490409227,0.0,0.0,0.0,0.0,31599.7490409227,31599.7490409227,3679.86466171051,0.0,0.0,0.0,0.0,3679.86466171051,3679.86466171051,1093345,port812,New Orleans,United States,USA,0,12,3,0,8,15,23,0.0,74325.4242511499,5290.05443759038,0.0,964.578760121089,79615.4786887403,80580.0574488614,0.0,117079.434035426,3424.56095556839,0.0,54395.8595811573,120503.994990994,174899.854572152,3124995
579,2022-07-22,202.65,211.25,211.25,201.55,12.29K,-4.30%,port183,Buenaventura,Colombia,COL,1,0,0,0,1,1,2,2078.66916451685,0.0,0.0,0.0,1973.20072851705,2078.66916451685,4051.8698930339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093350,port812,New Orleans,United States,USA,2,6,1,0,4,9,13,0.0,9160.18049418769,3457.94326473054,0.0,4448.14754428518,12618.1237589182,17066.2713032034,8082.80644784511,98974.5224748237,0.0,0.0,38941.5536452411,107057.328922669,145998.88256791,3125001
578,2022-07-25,206.15,201.0,207.2,200.2,8.50K,1.73%,port183,Buenaventura,Colombia,COL,2,0,0,1,0,3,3,28219.1933901692,0.0,0.0,1240.75505945009,0.0,29459.9484496193,29459.9484496193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093368,port812,New Orleans,United States,USA,2,7,1,1,3,11,14,9469.74098683863,6178.7007297049,904.948768598926,0.0,1042.22940689997,16553.3904851425,17595.6198920424,2792.33531771835,82796.1376715778,0.0,0.0,1045.86373644221,85588.4729892961,86634.3367257384,3125048
577,2022-07-26,209.45,206.3,211.25,205.65,9.35K,1.60%,port183,Buenaventura,Colombia,COL,3,1,0,0,0,4,4,10821.5136191459,2175.53234874426,0.0,0.0,0.0,12997.0459678902,12997.0459678902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093374,port812,New Orleans,United States,USA,3,7,1,0,2,11,13,5231.45067816372,22639.6375633081,1257.88621776589,0.0,0.0,29128.9744592377,29128.9744592377,7635.5267021127,118595.187674222,0.0,0.0,1584.19312051366,126230.714376334,127814.907496848,3125049
576,2022-07-27,215.35,209.25,216.25,208.75,13.11K,2.82%,port183,Buenaventura,Colombia,COL,3,0,0,0,0,3,3,39182.4286392359,0.0,0.0,0.0,0.0,39182.4286392359,39182.4286392359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093380,port812,New Orleans,United States,USA,0,9,2,0,5,11,16,0.0,23968.9007203215,1878.52258862478,0.0,31154.3703150736,25847.4233089463,57001.7936240199,0.0,81699.9318345509,9352.2450497911,0.0,46495.4793694616,91052.176884342,137547.656253804,3125050
575,2022-07-28,214.6,215.5,217.35,210.65,8.98K,-0.35%,port183,Buenaventura,Colombia,COL,1,1,0,1,1,3,4,19941.2086541063,13289.4406152854,0.0,544.263882882164,7650.41638730829,33774.9131522739,41425.3295395822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093385,port812,New Orleans,United States,USA,0,6,2,0,7,8,15,0.0,0.0,0.0,0.0,14373.8034711606,0.0,14373.8034711606,0.0,137333.303047279,26210.6409975766,0.0,52428.4039546994,163543.944044855,215972.347999555,3125053
574,2022-07-29,213.8,215.5,216.5,208.55,13.33K,-0.37%,port183,Buenaventura,Colombia,COL,2,1,0,0,0,3,3,12216.5126491487,3408.32632026561,0.0,0.0,0.0,15624.8389694143,15624.8389694143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093391,port812,New Orleans,United States,USA,1,2,1,0,7,4,11,0.0,0.0,952.476590229075,0.0,219.159751444812,952.476590229075,1171.63634167389,1572.44946317194,58748.6968991389,0.0,0.0,9640.9787116814,60321.1463623108,69962.1250739922,3125057
573,2022-08-01,210.0,214.0,218.8,207.25,14.71K,-1.78%,port183,Buenaventura,Colombia,COL,1,1,0,0,0,2,2,0.0,34444.9017640775,0.0,0.0,0.0,34444.9017640775,34444.9017640775,3301.83746642701,0.0,0.0,0.0,0.0,3301.83746642701,3301.83746642701,1093409,port812,New Orleans,United States,USA,0,9,1,0,7,10,17,0.0,1085.20806143019,6893.00019467386,0.0,513.716673820862,7978.20825610404,8491.92492992491,0.0,224378.376105445,0.0,0.0,99928.1489133805,224378.376105445,324306.525018826,3125073
572,2022-08-02,206.7,208.7,209.4,202.75,12.11K,-1.57%,port183,Buenaventura,Colombia,COL,2,1,0,0,0,3,3,17870.0697502286,9203.67099034872,0.0,0.0,0.0,27073.7407405773,27073.7407405773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093445,port812,New Orleans,United States,USA,0,6,1,0,4,7,11,0.0,20170.5520250967,0.0,0.0,32157.2115548216,20170.5520250967,52327.7635799183,0.0,84976.2329410049,2856.84818812648,0.0,35939.3024236627,87833.0811291313,123772.383552794,3125078
571,2022-08-03,211.25,204.2,214.85,204.2,12.17K,2.20%,port183,Buenaventura,Colombia,COL,4,0,0,0,0,4,4,19371.6157418009,0.0,0.0,0.0,0.0,19371.6157418009,19371.6157418009,317.523644909466,0.0,0.0,0.0,0.0,317.523644909466,317.523644909466,1093451,port812,New Orleans,United States,USA,1,9,1,0,8,11,19,0.0,44389.2169031382,0.0,0.0,7554.15793323742,44389.2169031382,51943.3748363756,3899.36006481631,137878.917559117,357.030285986759,0.0,54093.1046421028,142135.30790992,196228.412552022,3125082
570,2022-08-04,215.75,211.55,216.5,210.6,18.14K,2.13%,port183,Buenaventura,Colombia,COL,0,2,0,0,0,2,2,0.0,65825.1354206439,0.0,0.0,0.0,65825.1354206439,65825.1354206439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093455,port812,New Orleans,United States,USA,1,4,1,0,5,6,11,993.364583456114,11857.3574555236,5712.99684583129,0.0,18106.0269875267,18563.718884811,36669.7458723377,1846.44504681378,65595.3381628254,0.0,0.0,16452.9968607613,67441.7832096392,83894.7800704005,3125087
569,2022-08-05,206.4,216.5,218.15,205.55,33.10K,-4.33%,port183,Buenaventura,Colombia,COL,2,1,0,1,1,4,5,0.0,5734.46913007643,0.0,0.0,1934.26685550156,5734.46913007643,7668.73598557799,7474.69180025284,0.0,0.0,505.240906819876,0.0,7979.93270707271,7979.93270707271,1093460,port812,New Orleans,United States,USA,1,4,1,0,4,6,10,0.0,0.0,0.0,0.0,38442.6867490668,0.0,38442.6867490668,14351.8046185192,32625.1926959456,279.068261009015,0.0,16759.6286411156,47256.0655754738,64015.6942165893,3125092
568,2022-08-08,208.55,207.15,212.3,204.5,21.59K,1.04%,port183,Buenaventura,Colombia,COL,1,1,0,0,0,2,2,0.0,21302.1160687242,0.0,0.0,0.0,21302.1160687242,21302.1160687242,891.719580220954,0.0,0.0,0.0,0.0,891.719580220954,891.719580220954,1093475,port812,New Orleans,United States,USA,1,6,3,0,2,10,12,1888.0403704505,1428.73425830351,1194.44047298283,0.0,0.0,4511.21510173684,4511.21510173684,0.0,61618.6854189138,3731.48621528132,0.0,8820.69554590546,65350.1716341951,74170.8671801006,3125107
567,2022-08-09,209.0,208.5,209.75,204.9,19.23K,0.22%,port183,Buenaventura,Colombia,COL,3,2,1,0,0,6,6,9887.056275202,16601.5377083119,4706.53796885866,0.0,0.0,31195.1319523726,31195.1319523726,0.0,11466.8071390861,0.0,0.0,0.0,11466.8071390861,11466.8071390861,1093479,port812,New Orleans,United States,USA,0,3,2,0,4,5,9,0.0,29038.9679027397,8075.43880607861,0.0,20947.8169112569,37114.4067088183,58062.2236200752,0.0,7392.53638307124,0.0,0.0,18201.0781003747,7392.53638307124,25593.614483446,3125131
566,2022-08-10,215.65,208.9,216.5,208.55,20.21K,3.18%,port183,Buenaventura,Colombia,COL,0,1,0,0,1,1,2,0.0,24895.2230454074,0.0,0.0,2320.27294567311,24895.2230454074,27215.4959910805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093484,port812,New Orleans,United States,USA,0,5,2,0,6,7,13,0.0,0.0,5153.32434192866,0.0,23344.2289158085,5153.32434192866,28497.5532577372,0.0,112373.616899019,3981.28645680328,0.0,28563.2722436642,116354.903355822,144918.175599487,3125133
565,2022-08-11,219.55,216.2,220.0,210.7,23.35K,1.81%,port183,Buenaventura,Colombia,COL,2,0,0,0,0,2,2,26721.3581742453,0.0,0.0,0.0,0.0,26721.3581742453,26721.3581742453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093489,port812,New Orleans,United States,USA,2,7,1,0,4,10,14,0.0,38413.4606145223,11197.5101489121,0.0,14005.6346446101,49610.9707634345,63616.6054080445,13442.3959390891,107264.41871582,0.0,0.0,37332.2569213924,120706.814654909,158039.071576302,3125137
564,2022-08-12,222.4,219.2,223.4,217.15,14.75K,1.30%,port183,Buenaventura,Colombia,COL,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.86366903058,0.0,1257.86366903058,1093494,port812,New Orleans,United States,USA,1,6,1,0,4,8,12,0.0,10128.6421103829,0.0,0.0,78065.5586404693,10128.6421103829,88194.2007508522,9208.25934020756,69592.4086325664,3329.84673241118,0.0,2584.682409566,82130.5147051851,84715.1971147511,3125140
563,2022-08-15,221.55,221.6,222.15,217.4,18.11K,-0.38%,port183,Buenaventura,Colombia,COL,2,1,0,0,0,3,3,3726.72222222222,0.0,0.0,0.0,0.0,3726.72222222222,3726.72222222222,6544.19478333506,3467.03168632917,0.0,0.0,0.0,10011.2264696642,10011.2264696642,1093514,port812,New Orleans,United States,USA,1,5,0,0,2,6,8,4304.59046988401,47468.4974693365,0.0,0.0,0.0,51773.0879392205,51773.0879392205,0.0,98799.8105290979,0.0,0.0,3186.89543544348,98799.8105290979,101986.705964541,3125152
562,2022-08-16,216.3,221.0,221.55,215.65,18.94K,-2.37%,port183,Buenaventura,Colombia,COL,6,0,0,0,1,6,7,21053.4712852884,0.0,0.0,0.0,2313.0699208394,21053.4712852884,23366.5412061278,7185.07777546492,0.0,0.0,0.0,0.0,7185.07777546492,7185.07777546492,1093519,port812,New Orleans,United States,USA,1,6,4,0,4,11,15,0.0,0.0,7597.29101664364,0.0,53138.4757194196,7597.29101664364,60735.7667360632,4403.96451117996,75834.0391086191,6603.39809045525,0.0,36580.1060040144,86841.4017102543,123421.507714269,3125156
561,2022-08-17,214.4,216.4,219.05,212.75,17.84K,-0.88%,port183,Buenaventura,Colombia,COL,2,0,0,1,0,3,3,14706.954352423,0.0,0.0,3135.93338221699,0.0,17842.88773464,17842.88773464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093524,port812,New Orleans,United States,USA,0,6,1,0,9,7,16,0.0,88476.993160051,0.0,0.0,1374.85423748902,88476.993160051,89851.84739754,0.0,37719.3236868943,15070.8371712754,0.0,15867.0247827067,52790.1608581696,68657.1856408763,3125160
560,2022-08-18,211.85,214.8,217.75,211.4,17.18K,-1.19%,port183,Buenaventura,Colombia,COL,3,1,0,1,0,5,5,22911.1910183424,23775.286129826,0.0,1645.61769015334,0.0,48332.0948383218,48332.0948383218,152.749561859542,0.0,0.0,0.0,0.0,152.749561859542,152.749561859542,1093529,port812,New Orleans,United States,USA,0,4,1,0,5,5,10,0.0,28094.2199368138,0.0,0.0,5810.64367528556,28094.2199368138,33904.8636120994,0.0,17200.9095833667,5500.91669747712,0.0,27403.3097876846,22701.8262808438,50105.1360685284,3125164
559,2022-08-19,213.35,212.35,214.7,209.45,18.23K,0.71%,port183,Buenaventura,Colombia,COL,2,2,0,0,0,4,4,12323.933699039,0.0,0.0,0.0,0.0,12323.933699039,12323.933699039,0.0,2834.76893299929,0.0,0.0,0.0,2834.76893299929,2834.76893299929,1093534,port812,New Orleans,United States,USA,2,7,1,0,7,10,17,1094.37757971896,29276.1786863906,0.0,0.0,14056.3797036408,30370.5562661095,44426.9359697503,2822.14114415759,81851.0717715514,7364.45259196734,0.0,56952.0018631039,92037.6655076763,148989.66737078,3125168
558,2022-08-22,221.2,212.4,223.15,210.8,27.82K,3.68%,port183,Buenaventura,Colombia,COL,0,2,0,1,0,3,3,0.0,25416.8617993731,0.0,0.0,0.0,25416.8617993731,25416.8617993731,0.0,31788.8131830198,0.0,566.678465778401,0.0,32355.4916487982,32355.4916487982,1093561,port812,New Orleans,United States,USA,1,7,0,0,4,8,12,5621.02143197766,16281.3891788846,0.0,0.0,0.0,21902.4106108623,21902.4106108623,0.0,80029.8067671777,0.0,0.0,4763.92031589008,80029.8067671777,84793.7270830678,3125171
557,2022-08-23,228.25,221.4,228.6,219.6,17.01K,3.19%,port183,Buenaventura,Colombia,COL,1,2,0,0,0,3,3,8411.88489539977,36267.2546334371,0.0,0.0,0.0,44679.1395288369,44679.1395288369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093565,port812,New Orleans,United States,USA,2,6,1,0,8,9,17,0.0,39312.2023497595,1226.41578687542,0.0,23318.5684786256,40538.6181366349,63857.1866152605,8915.62313696819,66658.2494113964,0.0,0.0,14544.2364656599,75573.8725483646,90118.1090140244,3125172
