"Date","Price","Open","High","Low","Vol.","Change %"
"07/08/2024","74.57","76.34","76.45","74.47","8.87M","-1.95%"
"07/05/2024","76.05","76.24","76.27","75.42","9.66M","-0.28%"
"07/03/2024","76.26","76.84","77.04","76.07","4.91M","-0.74%"
"07/02/2024","76.83","77.12","77.21","76.28","8.85M","-0.39%"
"07/01/2024","77.13","77.99","78.22","76.78","6.77M","-0.92%"
"06/28/2024","77.85","78.72","78.88","77.61","13.21M","-1.75%"
"06/27/2024","79.24","79.05","79.44","78.68","10.29M","0.11%"
"06/26/2024","79.15","79.00","79.28","78.38","10.71M","-0.16%"
"06/25/2024","79.28","80.00","80.75","78.87","16.18M","-0.56%"
"06/24/2024","79.73","80.00","80.07","79.17","7.40M","-0.23%"
"06/21/2024","79.91","80.00","80.25","79.16","25.65M","0.24%"
"06/20/2024","79.72","79.82","80.78","79.67","10.18M","-0.60%"
"06/18/2024","80.20","81.01","81.71","79.59","9.66M","-1.39%"
"06/17/2024","81.33","79.58","81.75","79.27","9.85M","2.11%"
"06/14/2024","79.65","80.00","80.40","79.11","7.19M","-0.74%"
"06/13/2024","80.24","79.50","80.90","79.18","13.95M","1.08%"
"06/12/2024","79.38","79.99","80.18","79.18","8.87M","-0.64%"
"06/11/2024","79.89","80.92","80.97","79.75","9.02M","-2.10%"
"06/10/2024","81.60","81.49","81.85","80.84","8.70M","0.21%"
"06/07/2024","81.43","81.62","82.63","80.61","10.85M","-0.05%"
"06/06/2024","81.47","81.15","82.93","80.92","9.24M","0.38%"
"06/05/2024","81.16","82.46","82.50","80.96","11.28M","-1.97%"
"06/04/2024","82.79","81.97","83.43","81.90","12.37M","0.87%"
"06/03/2024","82.08","79.68","82.12","79.62","12.44M","2.32%"
"05/31/2024","80.22","79.08","80.33","78.61","12.67M","1.85%"
"05/30/2024","78.76","77.10","78.88","77.06","9.30M","2.45%"
"05/29/2024","76.88","77.10","78.32","76.83","9.27M","-0.77%"
"05/28/2024","77.48","78.79","78.80","77.41","8.83M","-1.76%"
"05/24/2024","78.87","78.50","79.22","78.11","10.75M","0.72%"
"05/23/2024","78.31","80.10","80.70","77.64","15.84M","-2.99%"
"05/22/2024","80.72","77.70","81.02","77.44","22.07M","3.86%"
"05/21/2024","77.72","77.56","78.21","77.50","8.92M","0.23%"
"05/20/2024","77.54","77.68","78.32","76.71","11.18M","-0.40%"
"05/17/2024","77.85","75.27","78.00","74.92","14.44M","3.41%"
"05/16/2024","75.28","75.18","75.55","74.46","10.76M","-0.55%"
"05/15/2024","75.70","75.90","76.03","75.32","8.83M","0.09%"
"05/14/2024","75.63","76.23","76.73","75.52","10.96M","-0.72%"
"05/13/2024","76.18","76.22","76.84","75.80","10.95M","0.09%"
"05/10/2024","76.11","75.31","76.31","75.06","15.76M","0.57%"
"05/09/2024","75.68","73.57","75.76","73.07","18.59M","2.97%"
"05/08/2024","73.50","72.29","74.47","72.25","24.48M","1.38%"
"05/07/2024","72.50","72.85","72.85","71.80","21.90M","-0.55%"
"05/06/2024","72.90","73.31","74.19","72.70","18.63M","-0.29%"
"05/03/2024","73.11","75.27","75.51","72.99","22.15M","-2.43%"
"05/02/2024","74.93","74.90","75.14","73.35","23.88M","0.66%"
"05/01/2024","74.44","75.82","76.99","72.67","66.61M","-15.88%"
"04/30/2024","88.49","87.61","88.99","87.18","14.54M","0.18%"
"04/29/2024","88.33","88.24","88.61","87.86","8.52M","0.09%"
"04/26/2024","88.25","87.40","89.25","87.37","7.19M","0.47%"
"04/25/2024","87.84","89.55","89.73","87.68","7.28M","-1.03%"
"04/24/2024","88.75","87.06","88.94","86.95","7.18M","1.00%"
"04/23/2024","87.87","88.77","88.81","87.32","5.67M","-0.35%"
"04/22/2024","88.18","88.08","88.61","87.34","8.67M","0.65%"
"04/19/2024","87.61","87.15","88.08","87.12","11.90M","0.53%"
"04/18/2024","87.15","86.44","87.63","86.05","11.40M","1.09%"
"04/17/2024","86.21","86.00","86.42","85.34","6.87M","0.92%"
"04/16/2024","85.42","84.82","86.19","84.42","8.87M","0.29%"
"04/15/2024","85.17","85.40","86.36","84.92","9.68M","0.29%"
"04/12/2024","84.92","85.42","85.51","84.29","8.59M","-1.14%"
"04/11/2024","85.90","86.00","86.31","85.26","6.84M","-0.06%"
"04/10/2024","85.95","86.32","86.87","85.60","7.41M","-1.35%"
"04/09/2024","87.13","87.19","87.60","86.31","6.24M","-0.07%"
"04/08/2024","87.19","86.97","87.36","86.36","6.32M","0.39%"
"04/05/2024","86.85","87.90","87.93","86.83","7.16M","-0.88%"
"04/04/2024","87.62","89.13","89.34","87.61","8.06M","-1.22%"
"04/03/2024","88.70","89.60","89.84","88.65","6.32M","-0.67%"
"04/02/2024","89.30","91.11","91.24","89.23","8.28M","-2.44%"
"04/01/2024","91.53","91.82","92.07","91.02","4.99M","0.15%"
"03/28/2024","91.39","91.79","92.24","91.30","6.78M","-0.12%"
"03/27/2024","91.50","90.65","91.83","90.60","5.86M","1.26%"
"03/26/2024","90.36","90.98","91.00","90.23","6.22M","-0.34%"
"03/25/2024","90.67","90.65","91.12","90.47","6.90M","-0.04%"
"03/22/2024","90.71","91.74","91.78","90.06","6.50M","-1.04%"
"03/21/2024","91.66","92.63","93.17","91.64","6.29M","-1.02%"
"03/20/2024","92.60","91.79","92.63","91.51","5.80M","1.10%"
"03/19/2024","91.59","91.00","91.90","90.86","5.68M","0.64%"
"03/18/2024","91.01","90.75","91.43","90.53","7.41M","0.99%"
"03/15/2024","90.12","91.60","92.02","90.10","18.14M","-1.68%"
"03/14/2024","91.66","91.10","91.71","90.41","8.54M","0.05%"
"03/13/2024","91.61","92.49","92.87","90.87","8.25M","-0.85%"
"03/12/2024","92.40","92.00","92.72","91.21","9.44M","0.36%"
"03/11/2024","92.07","91.26","92.96","91.17","6.70M","1.11%"
"03/08/2024","91.06","90.62","91.53","90.60","7.67M","0.12%"
"03/07/2024","90.95","91.62","91.76","90.31","8.79M","-0.76%"
"03/06/2024","91.65","91.35","92.03","91.12","4.83M","0.47%"
"03/05/2024","91.22","92.10","92.17","91.07","7.14M","-1.34%"
"03/04/2024","92.46","93.06","93.32","92.04","7.32M","-0.75%"
"03/01/2024","93.16","94.45","94.57","92.91","8.00M","-1.83%"
"02/29/2024","94.90","94.50","95.10","93.98","11.22M","2.04%"
"02/28/2024","93.00","93.77","93.97","92.77","5.62M","-1.20%"
"02/27/2024","94.13","94.32","94.66","93.60","5.36M","-0.16%"
"02/26/2024","94.28","95.36","95.57","94.25","7.04M","-1.40%"
"02/23/2024","95.62","95.88","96.93","95.58","6.85M","-0.17%"
"02/22/2024","95.78","94.89","96.07","94.14","8.12M","0.80%"
"02/21/2024","95.02","93.86","95.77","93.77","8.29M","1.67%"
"02/20/2024","93.46","93.36","94.12","93.07","8.84M","0.26%"
"02/16/2024","93.22","93.10","94.18","92.75","5.74M","0.00%"
"02/15/2024","93.22","94.03","94.24","93.00","8.88M","-0.90%"
"02/14/2024","94.07","94.08","94.47","93.76","5.51M","0.21%"
"02/13/2024","93.87","94.85","95.56","93.39","8.14M","-1.68%"
"02/12/2024","95.47","96.92","97.14","95.38","9.22M","-1.88%"
"02/09/2024","97.30","96.32","97.99","96.29","9.39M","0.74%"
"02/08/2024","96.59","95.10","96.69","93.93","9.89M","1.34%"
"02/07/2024","95.31","96.24","96.66","94.43","9.08M","-0.38%"
"02/06/2024","95.67","92.50","95.70","92.35","11.53M","3.42%"
"02/05/2024","92.51","92.78","92.87","91.90","7.34M","-0.52%"
"02/02/2024","92.99","92.69","93.61","91.67","11.37M","-0.41%"
"02/01/2024","93.37","93.10","93.60","91.87","15.00M","0.37%"
"01/31/2024","93.03","98.28","98.36","93.02","26.75M","-1.12%"
"01/30/2024","94.08","93.00","94.68","92.58","17.63M","0.30%"
"01/29/2024","93.80","93.02","93.93","92.24","12.73M","1.08%"
"01/26/2024","92.80","92.92","93.49","92.41","9.23M","0.21%"
"01/25/2024","92.61","92.22","92.65","91.71","11.99M","0.62%"
"01/24/2024","92.04","92.55","92.84","91.99","7.66M","0.08%"
"01/23/2024","91.97","93.03","93.64","91.77","10.23M","-1.18%"
"01/22/2024","93.07","93.80","93.92","92.81","9.42M","-0.84%"
"01/19/2024","93.86","93.18","94.24","92.64","9.57M","0.56%"
"01/18/2024","93.34","91.96","93.43","91.82","7.55M","1.71%"
"01/17/2024","91.77","91.66","91.96","91.40","6.67M","-1.00%"
"01/16/2024","92.70","92.66","92.73","91.73","7.49M","0.78%"
"01/12/2024","91.98","93.23","93.40","91.77","5.64M","-1.03%"
"01/11/2024","92.94","93.33","93.64","91.90","6.48M","-0.60%"
"01/10/2024","93.50","93.01","93.69","92.88","5.85M","0.44%"
"01/09/2024","93.09","93.61","93.73","92.86","6.35M","-1.17%"
"01/08/2024","94.19","93.02","94.57","92.95","7.54M","1.29%"
"01/05/2024","92.99","93.33","93.58","92.48","7.19M","-0.60%"
"01/04/2024","93.55","93.10","94.58","93.00","7.12M","0.34%"
"01/03/2024","93.23","93.96","94.24","93.06","7.16M","-0.47%"
"01/02/2024","93.67","95.45","95.95","93.62","8.86M","-2.44%"
"12/29/2023","96.01","95.88","96.35","95.35","6.14M","0.08%"
"12/28/2023","95.93","95.50","95.97","95.11","4.52M","0.67%"
"12/27/2023","95.29","95.69","95.78","94.79","4.96M","-0.40%"
"12/26/2023","95.67","95.34","95.69","94.96","3.71M","0.41%"
"12/22/2023","95.28","94.89","95.83","94.34","6.36M","-0.05%"
"12/21/2023","95.33","95.08","95.44","94.47","7.10M","0.65%"
"12/20/2023","94.71","96.36","96.88","94.65","10.06M","-3.08%"
"12/19/2023","97.72","96.94","98.04","96.94","5.99M","1.20%"
"12/18/2023","96.56","97.24","97.32","95.92","6.15M","-0.20%"
"12/15/2023","96.75","97.84","98.24","96.56","12.47M","-1.11%"
"12/14/2023","97.84","98.72","98.79","97.15","9.76M","-0.28%"
"12/13/2023","98.11","98.50","98.64","96.82","7.74M","-0.04%"
"12/12/2023","98.15","98.44","98.60","97.43","6.31M","0.03%"
"12/11/2023","98.12","97.22","99.00","97.22","7.64M","1.56%"
"12/08/2023","96.61","96.08","96.86","95.81","7.13M","0.18%"
"12/07/2023","96.44","97.25","97.69","96.27","7.86M","-0.60%"
"12/06/2023","97.02","95.95","97.17","95.47","12.12M","1.55%"
"12/05/2023","95.54","97.38","97.48","94.85","16.03M","-2.11%"
"12/04/2023","97.60","98.39","98.88","96.77","11.48M","-1.61%"
"12/01/2023","99.20","98.50","99.28","97.52","12.51M","-0.10%"
"11/30/2023","99.30","100.06","100.12","98.42","11.44M","-0.55%"
"11/29/2023","99.85","101.51","101.69","99.53","8.43M","-1.31%"
"11/28/2023","101.18","101.96","102.05","100.89","6.85M","-1.15%"
"11/27/2023","102.36","102.29","103.09","102.07","7.85M","-0.41%"
"11/24/2023","102.78","103.44","103.60","102.46","3.21M","-0.64%"
"11/22/2023","103.44","104.16","104.68","103.28","4.83M","-0.24%"
"11/21/2023","103.69","104.45","104.68","103.17","6.15M","-0.58%"
"11/20/2023","104.30","105.21","105.47","103.86","9.80M","-1.20%"
"11/17/2023","105.57","107.18","107.50","105.48","6.34M","-1.53%"
"11/16/2023","107.21","106.28","107.66","106.20","8.04M","1.11%"
"11/15/2023","106.03","105.66","106.54","105.66","7.98M","0.41%"
"11/14/2023","105.60","104.48","105.82","104.24","8.32M","2.02%"
"11/13/2023","103.51","103.92","104.23","102.96","7.12M","-0.79%"
"11/10/2023","104.33","102.60","104.35","101.98","7.34M","2.05%"
"11/09/2023","102.23","104.30","104.46","102.03","7.61M","-1.98%"
"11/08/2023","104.30","103.74","104.82","103.65","7.45M","0.60%"
"11/07/2023","103.68","104.23","104.39","103.32","6.24M","-0.34%"
"11/06/2023","104.03","102.87","104.09","101.97","7.53M","1.34%"
"11/03/2023","102.65","100.62","103.77","100.50","16.00M","2.64%"
"11/02/2023","100.01","100.99","101.92","99.74","23.40M","9.48%"
"11/01/2023","91.35","91.83","91.86","90.55","14.29M","-0.96%"
"10/31/2023","92.24","93.17","93.32","92.00","9.31M","-0.98%"
"10/30/2023","93.15","93.12","93.71","92.72","7.85M","1.23%"
"10/27/2023","92.02","92.64","93.73","91.77","8.29M","-0.70%"
"10/26/2023","92.67","93.81","94.48","92.60","6.20M","-1.41%"
"10/25/2023","94.00","94.32","95.36","93.97","5.50M","-0.66%"
"10/24/2023","94.62","94.28","94.98","94.06","3.60M","0.45%"
"10/23/2023","94.20","93.93","95.03","93.29","4.48M","0.01%"
"10/20/2023","94.19","94.62","95.09","94.14","4.70M","-0.24%"
"10/19/2023","94.42","94.37","95.66","94.17","5.61M","0.71%"
"10/18/2023","93.75","93.94","94.53","93.50","4.11M","-0.46%"
"10/17/2023","94.18","92.75","94.19","92.63","6.09M","0.57%"
"10/16/2023","93.65","92.17","93.86","91.85","4.60M","2.37%"
"10/13/2023","91.48","91.28","92.06","91.05","4.78M","0.07%"
"10/12/2023","91.42","91.84","92.25","90.77","5.49M","-0.58%"
"10/11/2023","91.95","93.29","93.63","91.85","4.50M","-1.32%"
"10/10/2023","93.18","92.96","93.97","92.87","4.97M","0.54%"
"10/09/2023","92.68","92.45","92.79","91.43","4.12M","-0.18%"
"10/06/2023","92.85","92.00","93.34","91.68","6.98M","0.52%"
"10/05/2023","92.37","91.14","93.05","91.14","7.55M","1.34%"
"10/04/2023","91.15","89.89","91.43","89.81","6.17M","1.87%"
"10/03/2023","89.48","90.50","91.07","89.21","6.67M","-1.81%"
"10/02/2023","91.13","91.05","91.74","90.79","6.43M","-0.15%"
"09/29/2023","91.27","92.61","93.06","90.83","7.70M","0.21%"
"09/28/2023","91.08","91.17","91.39","90.21","4.74M","-0.10%"
"09/27/2023","91.17","92.46","92.73","90.38","4.73M","-0.90%"
"09/26/2023","92.00","92.00","92.49","91.18","6.09M","-0.80%"
"09/25/2023","92.74","92.89","93.47","92.25","4.82M","-1.00%"
"09/22/2023","93.68","93.43","94.34","93.37","5.12M","0.62%"
"09/21/2023","93.10","95.16","95.32","93.03","6.11M","-2.16%"
"09/20/2023","95.16","95.45","96.62","95.05","4.58M","-0.14%"
"09/19/2023","95.29","95.21","95.47","94.27","6.80M","-1.52%"
"09/18/2023","96.76","96.30","96.97","96.08","4.48M","0.55%"
"09/15/2023","96.23","97.25","97.47","96.05","8.77M","-0.96%"
"09/14/2023","97.16","96.77","97.78","96.25","6.04M","0.24%"
"09/13/2023","96.93","96.20","97.30","96.04","5.83M","0.72%"
"09/12/2023","96.24","95.50","96.51","95.19","5.01M","0.60%"
"09/11/2023","95.67","95.65","96.23","95.22","5.58M","0.41%"
"09/08/2023","95.28","95.25","95.85","94.75","4.76M","0.19%"
"09/07/2023","95.10","95.49","95.82","95.02","6.40M","-0.89%"
"09/06/2023","95.95","96.42","96.55","95.37","5.43M","-0.92%"
"09/05/2023","96.84","97.52","97.81","96.59","5.41M","-1.18%"
"09/01/2023","98.00","98.40","98.75","97.04","4.75M","0.57%"
"08/31/2023","97.44","99.00","99.33","97.28","5.62M","-1.81%"
"08/30/2023","99.24","99.02","99.72","99.00","4.21M","0.09%"
"08/29/2023","99.15","97.36","99.23","97.34","5.51M","2.17%"
"08/28/2023","97.04","95.94","97.20","95.83","5.10M","1.63%"
"08/25/2023","95.48","95.54","95.96","94.50","5.36M","0.69%"
"08/24/2023","94.83","94.75","95.63","93.71","7.82M","-0.37%"
"08/23/2023","95.18","96.42","96.56","94.01","9.70M","-0.93%"
"08/22/2023","96.07","96.49","96.74","95.60","3.64M","-0.40%"
"08/21/2023","96.46","97.32","97.57","96.16","3.75M","-0.79%"
"08/18/2023","97.23","96.01","97.49","95.79","4.13M","0.68%"
"08/17/2023","96.57","99.00","99.10","96.43","5.29M","-2.43%"
"08/16/2023","98.98","99.61","100.09","98.89","3.68M","-1.06%"
"08/15/2023","100.04","100.13","100.65","99.78","3.20M","-0.96%"
"08/14/2023","101.01","100.48","101.21","100.20","3.24M","0.02%"
"08/11/2023","100.99","101.40","101.40","100.14","3.18M","-0.66%"
"08/10/2023","101.66","100.54","102.37","100.40","6.84M","1.74%"
"08/09/2023","99.92","101.00","101.58","99.47","4.49M","-0.77%"
"08/08/2023","100.69","101.22","101.42","99.89","4.06M","-1.03%"
"08/07/2023","101.74","101.42","101.86","100.94","5.22M","1.05%"
"08/04/2023","100.68","102.96","103.15","100.52","5.20M","-1.61%"
"08/03/2023","102.33","101.97","102.90","101.44","5.55M","0.20%"
"08/02/2023","102.13","100.50","104.46","99.29","14.47M","0.86%"
"08/01/2023","101.26","101.47","101.71","100.40","7.81M","-0.31%"
"07/31/2023","101.57","101.31","101.83","100.86","6.39M","0.32%"
"07/28/2023","101.25","101.50","101.83","100.81","5.32M","0.47%"
"07/27/2023","100.78","102.03","102.43","100.54","5.37M","-0.93%"
"07/26/2023","101.73","102.21","102.67","101.30","6.57M","-1.16%"
"07/25/2023","102.92","102.43","103.77","102.33","5.63M","0.14%"
"07/24/2023","102.78","102.88","103.41","102.32","4.75M","-0.04%"
"07/21/2023","102.82","101.80","103.55","101.61","20.37M","1.92%"
"07/20/2023","100.88","101.78","102.48","100.70","5.47M","-0.93%"
"07/19/2023","101.83","100.62","101.98","100.61","5.56M","1.06%"
"07/18/2023","100.76","100.74","101.42","99.86","5.99M","-0.17%"
"07/17/2023","100.93","100.83","101.81","100.04","5.25M","-0.67%"
"07/14/2023","101.61","101.77","102.08","100.99","3.94M","0.01%"
"07/13/2023","101.60","101.51","102.20","101.30","4.51M","0.45%"
"07/12/2023","101.14","101.42","101.83","100.76","6.97M","1.05%"
"07/11/2023","100.09","99.44","100.23","99.14","5.27M","0.97%"
"07/10/2023","99.13","96.30","99.53","96.23","9.29M","3.21%"
"07/07/2023","96.05","95.99","96.66","95.55","7.89M","-0.16%"
"07/06/2023","96.20","97.86","98.07","95.90","7.16M","-2.30%"
"07/05/2023","98.46","99.15","99.33","98.29","6.37M","-0.70%"
"07/03/2023","99.15","98.73","99.57","98.25","3.29M","0.09%"
"06/30/2023","99.06","99.40","99.46","98.54","6.23M","0.39%"
"06/29/2023","98.68","98.61","98.83","97.98","5.11M","0.07%"
"06/28/2023","98.61","98.64","98.64","97.30","6.58M","-0.11%"
"06/27/2023","98.72","98.39","99.06","97.72","5.03M","0.50%"
"06/26/2023","98.23","98.34","98.77","97.48","6.07M","-0.11%"
"06/23/2023","98.34","99.65","99.72","97.52","18.77M","-2.49%"
"06/22/2023","100.85","101.42","101.64","99.64","6.13M","-1.00%"
"06/21/2023","101.87","100.60","102.46","100.36","5.51M","0.59%"
"06/20/2023","101.27","101.86","102.49","100.90","5.51M","-0.59%"
"06/16/2023","101.87","102.01","102.51","101.48","11.71M","0.48%"
"06/15/2023","101.38","101.34","101.99","100.66","6.45M","0.72%"
"06/14/2023","100.66","99.56","101.36","99.19","9.28M","1.41%"
"06/13/2023","99.26","98.51","99.47","98.51","5.14M","0.81%"
"06/12/2023","98.46","97.96","98.51","97.52","6.71M","0.51%"
"06/09/2023","97.96","98.80","98.96","97.64","5.55M","-1.20%"
"06/08/2023","99.15","97.65","99.18","96.92","6.88M","1.26%"
"06/07/2023","97.92","98.55","98.86","97.59","6.29M","-0.31%"
"06/06/2023","98.22","99.74","100.33","97.53","8.66M","-1.71%"
"06/05/2023","99.93","100.04","100.87","99.50","6.54M","0.43%"
"06/02/2023","99.50","98.31","99.66","98.19","6.22M","2.03%"
"06/01/2023","97.52","97.59","98.23","96.52","6.75M","-0.12%"
"05/31/2023","97.64","98.03","98.08","96.98","10.38M","-0.11%"
"05/30/2023","97.75","98.89","98.96","97.31","6.51M","-0.79%"
"05/26/2023","98.53","98.63","99.61","98.33","7.28M","0.09%"
"05/25/2023","98.44","98.70","98.90","97.73","8.18M","-1.17%"
"05/24/2023","99.61","100.80","100.81","99.11","6.13M","-0.73%"
"05/23/2023","100.34","102.11","102.14","100.07","6.77M","-2.49%"
"05/22/2023","102.90","105.52","105.70","102.77","7.50M","-2.47%"
"05/19/2023","105.51","107.00","107.15","105.32","4.99M","-1.48%"
"05/18/2023","107.09","105.42","107.14","105.20","5.38M","1.32%"
"05/17/2023","105.69","105.96","106.54","104.94","4.76M","0.39%"
"05/16/2023","105.28","106.41","106.56","105.19","3.68M","-1.28%"
"05/15/2023","106.64","106.11","106.75","105.61","4.22M","0.49%"
"05/12/2023","106.12","105.76","106.21","104.83","5.18M","0.46%"
"05/11/2023","105.63","106.44","106.76","105.12","4.79M","-1.25%"
"05/10/2023","106.97","107.16","108.11","105.68","4.57M","0.24%"
"05/09/2023","106.71","106.99","107.18","106.40","3.68M","-0.43%"
"05/08/2023","107.17","107.47","108.12","106.93","6.09M","-0.04%"
"05/05/2023","107.21","105.55","107.48","105.38","7.81M","2.38%"
"05/04/2023","104.72","104.27","105.67","103.80","8.86M","0.73%"
"05/03/2023","103.96","109.07","109.72","103.80","24.39M","-9.17%"
"05/02/2023","114.46","114.49","114.56","112.85","9.63M","-0.09%"
"05/01/2023","114.56","114.25","115.48","114.25","6.50M","0.24%"
"04/28/2023","114.29","112.42","114.31","112.29","5.98M","1.37%"
"04/27/2023","112.75","111.39","112.88","111.18","7.62M","1.15%"
"04/26/2023","111.47","109.01","112.33","109.01","8.08M","1.95%"
"04/25/2023","109.34","108.91","111.11","108.83","8.75M","0.05%"
"04/24/2023","109.29","108.19","109.29","108.04","5.94M","1.02%"
"04/21/2023","108.19","107.30","108.78","106.66","4.52M","1.06%"
"04/20/2023","107.05","106.19","107.57","106.19","4.30M","-0.10%"
"04/19/2023","107.16","107.69","107.86","107.08","4.62M","-0.70%"
"04/18/2023","107.91","108.87","109.23","107.73","5.30M","-0.37%"
"04/17/2023","108.31","107.96","108.64","107.56","4.78M","0.78%"
"04/14/2023","107.47","106.91","108.17","106.85","3.96M","0.45%"
"04/13/2023","106.99","106.38","107.22","106.25","4.37M","1.32%"
"04/12/2023","105.60","106.24","106.58","105.35","4.61M","-0.13%"
"04/11/2023","105.74","105.06","106.40","104.92","4.01M","0.95%"
"04/10/2023","104.74","103.54","104.82","103.07","3.76M","0.06%"
"04/06/2023","104.68","104.90","105.16","104.02","3.16M","-0.21%"
"04/05/2023","104.90","103.98","105.70","103.93","5.17M","0.87%"
"04/04/2023","104.00","104.85","105.01","103.35","3.85M","-0.81%"
"04/03/2023","104.85","104.06","104.94","103.67","3.86M","0.69%"
"03/31/2023","104.13","101.84","104.28","101.84","6.90M","2.77%"
"03/30/2023","101.32","101.44","101.70","100.65","4.08M","0.70%"
"03/29/2023","100.62","99.33","100.69","98.74","4.95M","1.92%"
"03/28/2023","98.72","98.14","98.91","98.08","4.71M","0.06%"
"03/27/2023","98.66","98.92","99.72","98.57","6.02M","0.33%"
"03/24/2023","98.34","98.22","98.43","97.19","4.69M","-0.08%"
"03/23/2023","98.42","99.34","100.13","97.51","6.88M","-0.71%"
"03/22/2023","99.12","100.69","101.48","99.06","5.92M","-1.41%"
"03/21/2023","100.54","100.51","101.19","100.14","4.74M","0.69%"
"03/20/2023","99.85","99.10","100.22","98.93","4.86M","1.17%"
"03/17/2023","98.70","99.07","99.29","97.83","10.19M","-1.72%"
"03/16/2023","100.43","99.14","100.71","99.03","8.19M","1.10%"
"03/15/2023","99.34","98.39","99.37","97.28","6.60M","-0.12%"
"03/14/2023","99.46","100.11","100.38","98.47","6.25M","0.38%"
"03/13/2023","99.08","98.91","100.20","98.37","6.41M","-0.30%"
"03/10/2023","99.38","100.62","101.24","99.03","6.64M","-0.92%"
"03/09/2023","100.30","102.74","102.75","99.96","5.73M","-2.15%"
"03/08/2023","102.50","102.90","103.02","101.73","4.23M","-0.81%"
"03/07/2023","103.34","104.99","105.68","103.12","3.98M","-1.57%"
"03/06/2023","104.99","104.45","105.94","104.44","5.24M","0.42%"
"03/03/2023","104.55","103.40","104.69","103.01","4.88M","1.50%"
"03/02/2023","103.01","101.28","103.17","100.94","4.78M","1.56%"
"03/01/2023","101.43","102.19","102.33","100.90","5.38M","-0.65%"
"02/28/2023","102.09","101.99","102.95","101.90","5.19M","-0.34%"
"02/27/2023","102.44","102.33","103.30","102.15","5.24M","0.83%"
"02/24/2023","101.60","102.65","102.72","100.82","6.02M","-1.85%"
"02/23/2023","103.51","105.51","105.51","102.63","6.86M","-1.20%"
"02/22/2023","104.77","105.40","105.94","104.39","7.52M","-0.01%"
"02/21/2023","104.78","105.50","105.95","104.71","5.44M","-2.17%"
"02/17/2023","107.10","106.74","107.46","106.23","6.88M","-0.41%"
"02/16/2023","107.54","107.75","109.10","107.41","4.60M","-1.34%"
"02/15/2023","109.00","107.50","109.00","107.26","4.06M","0.94%"
"02/14/2023","107.98","107.93","108.47","106.69","5.11M","-0.50%"
"02/13/2023","108.52","107.45","108.93","107.28","5.19M","1.34%"
"02/10/2023","107.09","105.52","107.26","105.47","6.30M","0.98%"
"02/09/2023","106.05","105.73","106.61","105.60","5.61M","-0.24%"
"02/08/2023","106.30","106.32","106.54","105.65","5.56M","-0.49%"
"02/07/2023","106.82","104.83","107.38","104.56","6.21M","1.72%"
"02/06/2023","105.02","104.00","106.17","103.30","6.39M","0.69%"
"02/03/2023","104.30","104.58","106.44","103.04","15.20M","-4.44%"
"02/02/2023","109.15","110.04","110.83","108.00","9.85M","-0.76%"
"02/01/2023","109.99","108.97","110.78","107.98","5.84M","0.78%"
"01/31/2023","109.14","108.26","109.15","107.50","5.82M","0.68%"
"01/30/2023","108.40","108.26","108.87","107.42","6.88M","-0.57%"
"01/27/2023","109.02","108.74","109.76","108.34","6.85M","0.24%"
"01/26/2023","108.76","107.30","108.80","107.06","6.32M","1.66%"
"01/25/2023","106.98","106.06","107.14","105.90","5.42M","0.32%"
"01/24/2023","106.64","106.40","106.87","105.41","5.52M","0.40%"
"01/23/2023","106.21","105.04","106.89","104.40","6.32M","1.11%"
"01/20/2023","105.04","104.40","105.20","103.89","6.54M","0.75%"
"01/19/2023","104.26","105.00","105.70","104.24","5.12M","-0.70%"
"01/18/2023","105.00","107.14","107.47","104.91","5.73M","-1.64%"
"01/17/2023","106.75","106.95","107.60","106.31","7.48M","-0.45%"
"01/13/2023","107.23","105.07","107.30","105.07","5.53M","1.30%"
"01/12/2023","105.85","106.29","106.44","105.17","4.88M","-0.42%"
"01/11/2023","106.30","105.81","106.44","104.86","5.63M","0.28%"
"01/10/2023","106.00","104.36","106.43","104.17","4.18M","1.20%"
"01/09/2023","104.74","106.52","106.68","104.43","10.12M","-1.83%"
"01/06/2023","106.69","105.38","107.00","105.01","9.64M","2.16%"
"01/05/2023","104.43","104.49","105.10","103.49","5.58M","-0.03%"
"01/04/2023","104.46","102.69","104.73","102.55","8.17M","3.60%"
"01/03/2023","100.83","100.56","101.17","99.47","6.61M","1.64%"
"12/30/2022","99.20","99.19","99.25","98.24","3.99M","-0.57%"
"12/29/2022","99.77","99.00","100.65","98.67","3.98M","1.19%"
"12/28/2022","98.60","99.41","99.91","98.39","3.49M","-0.60%"
"12/27/2022","99.20","98.57","99.46","98.21","4.40M","0.95%"
"12/23/2022","98.27","97.59","98.30","96.88","3.94M","0.52%"
"12/22/2022","97.76","98.45","98.56","96.17","4.76M","-0.92%"
"12/21/2022","98.67","96.72","99.07","96.35","5.57M","0.68%"
"12/20/2022","98.00","98.19","98.57","97.27","4.53M","-0.31%"
"12/19/2022","98.30","98.43","98.81","97.73","5.77M","-0.54%"
"12/16/2022","98.83","99.28","99.54","98.02","13.86M","-1.16%"
"12/15/2022","99.99","101.21","101.55","99.44","7.25M","-2.15%"
"12/14/2022","102.19","102.32","103.30","100.70","5.62M","0.08%"
"12/13/2022","102.11","104.82","105.20","100.99","7.07M","-0.57%"
"12/12/2022","102.70","101.13","102.85","100.82","5.80M","0.89%"
