,date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
3124205,2020/09/14 00:00:00+00,2020,9,14,port812,New Orleans,United States,USA,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3124206
3124206,2020/09/15 00:00:00+00,2020,9,15,port812,New Orleans,United States,USA,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3124207
3124207,2020/09/16 00:00:00+00,2020,9,16,port812,New Orleans,United States,USA,0,3,0,0,4,3,7,0.0,16901.4253445722,0.0,0.0,0.0,16901.4253445722,16901.4253445722,0.0,22999.5876364921,0.0,0.0,6229.10281942048,22999.5876364921,29228.6904559126,3124208
3124208,2020/09/17 00:00:00+00,2020,9,17,port812,New Orleans,United States,USA,2,19,1,0,23,22,45,0.0,43644.0458594404,5194.01913417117,0.0,55288.9972863776,48838.0649936116,104127.062279989,7733.94981983372,248248.275286539,0.0,0.0,116248.151825294,255982.225106373,372230.376931667,3124209
3124209,2020/09/18 00:00:00+00,2020,9,18,port812,New Orleans,United States,USA,3,7,1,0,6,11,17,851.045585119493,0.0,0.0,0.0,87450.0803348769,851.045585119493,88301.1259199964,3452.50506091097,130186.930134255,4496.22424340213,0.0,8502.10430500718,138135.659438568,146637.763743575,3124210
3124210,2020/09/19 00:00:00+00,2020,9,19,port812,New Orleans,United States,USA,1,7,1,0,11,9,20,3071.85867692111,46746.004798724,0.0,0.0,52723.9977113965,49817.8634756451,102541.861187042,0.0,99398.01498299,16320.4198147989,0.0,38757.8479934167,115718.434797789,154476.282791206,3124211
3124211,2020/09/20 00:00:00+00,2020,9,20,port812,New Orleans,United States,USA,2,5,0,0,2,7,9,0.0,20145.0388820606,0.0,0.0,0.0,20145.0388820606,20145.0388820606,8795.78700797386,77520.6435570064,0.0,0.0,3281.41573597988,86316.4305649803,89597.8463009602,3124212
3124212,2020/09/21 00:00:00+00,2020,9,21,port812,New Orleans,United States,USA,2,4,2,0,7,8,15,3159.83959566893,17653.403577499,2608.08974189506,0.0,1042.85676065329,23421.332915063,24464.1896757163,3155.14025711273,43615.3875183992,13086.5330403728,0.0,31764.6679381448,59857.0608158847,91621.7287540295,3124213
3124213,2020/09/22 00:00:00+00,2020,9,22,port812,New Orleans,United States,USA,2,4,1,0,4,7,11,609.568001482618,37918.2587380995,0.0,0.0,19486.0068405368,38527.8267395821,58013.8335801189,6291.31703362376,46562.0682826765,675.793964290149,0.0,23493.609067756,53529.1792805904,77022.7883483464,3124214
3124053,2020/09/23 00:00:00+00,2020,9,23,port812,New Orleans,United States,USA,1,7,1,0,4,9,13,3687.65581291145,19570.9415337629,973.40757357142,0.0,1848.98642072688,24232.0049202458,26080.9913409727,0.0,85438.2652445616,0.0,0.0,35081.5245135206,85438.2652445616,120519.789758082,3124054
3124107,2020/09/24 00:00:00+00,2020,9,24,port812,New Orleans,United States,USA,1,4,0,0,2,5,7,0.0,24163.8863082526,0.0,0.0,0.0,24163.8863082526,24163.8863082526,5101.88783388173,42447.0574081855,0.0,0.0,4712.59140472098,47548.9452420672,52261.5366467882,3124108
3124114,2020/09/25 00:00:00+00,2020,9,25,port812,New Orleans,United States,USA,2,7,2,0,4,11,15,557.171942152329,2632.60361904225,2608.08974189506,0.0,4517.81035258137,5797.86530308964,10315.675655671,8812.74653995096,104237.535761381,1764.26449226386,0.0,44526.0613210549,114814.546793596,159340.60811465,3124115
3124120,2020/09/26 00:00:00+00,2020,9,26,port812,New Orleans,United States,USA,2,7,1,0,6,10,16,0.0,10264.3141582199,1934.28537568645,0.0,6897.01374864951,12198.5995339064,19095.6132825559,6291.7343744344,57202.5115075949,0.0,0.0,56087.5541564296,63494.2458820293,119581.800038459,3124121
3124127,2020/09/27 00:00:00+00,2020,9,27,port812,New Orleans,United States,USA,3,6,0,0,7,9,16,8147.5134703858,3416.30010733176,0.0,0.0,26379.3632077547,11563.8135777176,37943.1767854723,7152.3606655628,106601.191354462,0.0,0.0,34986.0898965306,113753.552020025,148739.641916556,3124128
3124133,2020/09/28 00:00:00+00,2020,9,28,port812,New Orleans,United States,USA,3,7,0,0,6,10,16,876.851769184605,44611.9919600489,0.0,0.0,0.0,45488.8437292335,45488.8437292335,10505.0721333037,88162.6257980141,0.0,0.0,39267.9798652551,98667.6979313178,137935.677796573,3124134
3124139,2020/09/29 00:00:00+00,2020,9,29,port812,New Orleans,United States,USA,1,6,0,0,3,7,10,0.0,556.139396868687,0.0,0.0,32768.970561888,556.139396868687,33325.1099587566,3695.56144748023,31673.1134139879,0.0,0.0,19143.0420863589,35368.6748614681,54511.716947827,3124140
3124145,2020/09/30 00:00:00+00,2020,9,30,port812,New Orleans,United States,USA,2,16,2,0,8,20,28,3528.28162279546,79736.9017388356,0.0,0.0,34782.203004476,83265.1833616311,118047.386366107,2416.93909817387,224449.860303253,10084.8518484005,0.0,9418.1226972021,236951.651249827,246369.773947029,3124146
3124150,2020/10/01 00:00:00+00,2020,10,1,port812,New Orleans,United States,USA,1,6,0,0,5,7,12,0.0,49466.752910251,0.0,0.0,8340.80832651195,49466.752910251,57807.5612367629,2389.60960545969,50497.9726932425,0.0,0.0,17150.401577336,52887.5822987022,70037.9838760382,3124151
3124152,2020/10/02 00:00:00+00,2020,10,2,port812,New Orleans,United States,USA,2,6,0,0,7,8,15,0.0,3459.79244757356,0.0,0.0,1354.8500246447,3459.79244757356,4814.64247221826,12489.9245089284,138905.274068069,0.0,0.0,60913.5300865,151395.198576997,212308.728663497,3124153
3124158,2020/10/03 00:00:00+00,2020,10,3,port812,New Orleans,United States,USA,2,11,2,0,4,15,19,0.0,59645.467178881,5990.3137925861,0.0,5634.73258033457,65635.7809714671,71270.5135518017,5513.95858244335,122761.555153503,1688.39637034958,0.0,522.161843535752,129963.910106296,130486.071949832,3124159
3124164,2020/10/04 00:00:00+00,2020,10,4,port812,New Orleans,United States,USA,2,7,2,0,4,11,15,0.0,4945.23147476887,2415.70501463001,0.0,23299.8051825795,7360.93648939888,30660.7416719784,17903.5036170628,101188.749672852,7774.90017103563,0.0,22233.6246778704,126867.153460951,149100.778138821,3124165
3124170,2020/10/05 00:00:00+00,2020,10,5,port812,New Orleans,United States,USA,1,7,1,0,0,9,9,14595.3714774581,11287.5056927697,0.0,0.0,0.0,25882.8771702278,25882.8771702278,0.0,83343.5847018037,11496.082445223,0.0,0.0,94839.6671470268,94839.6671470268,3124171
3124176,2020/10/06 00:00:00+00,2020,10,6,port812,New Orleans,United States,USA,1,5,0,0,1,6,7,1623.85027603072,7091.26945894673,0.0,0.0,0.0,8715.11973497745,8715.11973497745,215.338054035434,55738.5587345709,0.0,0.0,0.0,55953.8967886063,55953.8967886063,3124177
3124219,2020/10/07 00:00:00+00,2020,10,7,port812,New Orleans,United States,USA,1,6,0,0,6,7,13,1844.32691985877,3023.8207350355,0.0,0.0,3011.70564645262,4868.14765489427,7879.85330134689,0.0,128693.443782067,0.0,0.0,43493.1947298303,128693.443782067,172186.638511897,3124220
3124224,2020/10/08 00:00:00+00,2020,10,8,port812,New Orleans,United States,USA,0,5,3,0,1,8,9,0.0,0.0,3051.80804856086,0.0,0.0,3051.80804856086,3051.80804856086,0.0,98467.9900401353,13610.6860203215,0.0,32108.4284980968,112078.676060457,144187.104558554,3124225
3124228,2020/10/09 00:00:00+00,2020,10,9,port812,New Orleans,United States,USA,0,4,0,0,3,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69402.9313139327,0.0,0.0,28218.8710500331,69402.9313139327,97621.8023639658,3124229
3124232,2020/10/10 00:00:00+00,2020,10,10,port812,New Orleans,United States,USA,2,11,1,0,7,14,21,0.0,0.0,4434.08106920066,0.0,69158.0172318595,4434.08106920066,73592.0983010602,20240.6713375562,217343.301479989,0.0,0.0,13167.5729550943,237583.972817546,250751.54577264,3124233
3124236,2020/10/11 00:00:00+00,2020,10,11,port812,New Orleans,United States,USA,1,6,2,0,7,9,16,0.0,29565.0259182018,10664.2003354664,0.0,29055.6531767249,40229.2262536682,69284.8794303931,10868.5896423057,28544.7041023999,0.0,0.0,9708.80113457832,39413.2937447055,49122.0948792839,3124237
3124245,2020/10/12 00:00:00+00,2020,10,12,port812,New Orleans,United States,USA,0,6,1,0,1,7,8,0.0,3549.55422875513,873.972643065948,0.0,13968.380777229,4423.52687182108,18391.90764905,0.0,120971.984732349,0.0,0.0,7286.76188537009,120971.984732349,128258.746617719,3124246
3124249,2020/10/13 00:00:00+00,2020,10,13,port812,New Orleans,United States,USA,1,5,0,0,8,6,14,0.0,11068.171929862,0.0,0.0,52068.3516252307,11068.171929862,63136.5235550927,0.0,63058.5568148772,0.0,0.0,16898.7914518352,63058.5568148772,79957.3482667124,3124250
3124253,2020/10/14 00:00:00+00,2020,10,14,port812,New Orleans,United States,USA,2,5,1,0,8,8,16,5092.22754523988,31615.2370524,3907.2103489925,0.0,6837.93836205936,40614.6749466324,47452.6133086918,0.0,87628.3148957445,0.0,0.0,33143.9271527804,87628.3148957445,120772.242048525,3124254
3124257,2020/10/15 00:00:00+00,2020,10,15,port812,New Orleans,United States,USA,2,3,1,0,11,6,17,4260.01264953635,18667.8096877932,523.060091210018,0.0,113903.485157832,23450.8824285396,137354.367586372,0.0,10260.1187511378,0.0,0.0,38790.3245168092,10260.1187511378,49050.4432679471,3124258
3124261,2020/10/16 00:00:00+00,2020,10,16,port812,New Orleans,United States,USA,3,7,1,0,8,11,19,1310.19414370406,0.0,0.0,0.0,5757.60383356902,1310.19414370406,7067.79797727308,18812.9446282236,144330.33357521,1358.08985027572,0.0,61977.9181097068,164501.368053709,226479.286163416,3124262
3124265,2020/10/17 00:00:00+00,2020,10,17,port812,New Orleans,United States,USA,1,8,0,0,5,9,14,0.0,1763.81290522218,0.0,0.0,41851.2331564585,1763.81290522218,43615.0460616807,2862.03219677044,109724.711350618,0.0,0.0,50654.1618820329,112586.743547388,163240.905429421,3124266
3124269,2020/10/18 00:00:00+00,2020,10,18,port812,New Orleans,United States,USA,2,8,2,0,7,12,19,0.0,28895.4095367907,2050.71660138496,0.0,14939.0009768439,30946.1261381757,45885.1271150196,19184.0513040164,133778.749255485,3382.70951220107,0.0,22748.3916177138,156345.510071703,179093.901689416,3124270
3124272,2020/10/19 00:00:00+00,2020,10,19,port812,New Orleans,United States,USA,2,11,1,0,3,14,17,0.0,106861.53545075,873.972643065948,0.0,4717.17063992688,107735.508093816,112452.678733743,9458.29820091393,139207.29223512,0.0,0.0,52378.9459684966,148665.590436034,201044.53640453,3124273
3124276,2020/10/20 00:00:00+00,2020,10,20,port812,New Orleans,United States,USA,2,9,0,0,6,11,17,0.0,13023.3315462874,0.0,0.0,60611.2224490595,13023.3315462874,73634.5539953469,11600.1653952366,129374.752771126,0.0,0.0,23588.093564605,140974.918166363,164563.011730968,3124277
3124280,2020/10/21 00:00:00+00,2020,10,21,port812,New Orleans,United States,USA,1,5,2,0,6,8,14,10886.2040100089,0.0,1827.00649165467,0.0,414.610869088201,12713.2105016636,13127.8213707518,0.0,116929.111249418,15118.5544236811,0.0,48802.3339091597,132047.665673099,180849.999582259,3124281
3124284,2020/10/22 00:00:00+00,2020,10,22,port812,New Orleans,United States,USA,1,2,0,0,3,3,6,0.0,912.686259958646,0.0,0.0,0.0,912.686259958646,912.686259958646,4166.47183547168,45144.529394112,0.0,0.0,13280.6140810376,49311.0012295837,62591.6153106213,3124285
3124288,2020/10/23 00:00:00+00,2020,10,23,port812,New Orleans,United States,USA,3,7,2,0,3,12,15,0.0,7696.74033722223,4413.77396133703,0.0,29196.6125353095,12110.5142985593,41307.1268338688,9443.4409768009,140418.179188702,7828.95100169276,0.0,17211.4478469424,157690.571167196,174902.019014138,3124289
3124292,2020/10/24 00:00:00+00,2020,10,24,port812,New Orleans,United States,USA,1,4,1,0,3,6,9,2151.47449664895,0.0,0.0,0.0,28649.5723831471,2151.47449664895,30801.0468797961,0.0,132393.356804756,3655.51850447387,0.0,23971.8341663243,136048.875309229,160020.709475554,3124293
3124296,2020/10/25 00:00:00+00,2020,10,25,port812,New Orleans,United States,USA,2,2,0,0,2,4,6,0.0,18559.1725008976,0.0,0.0,3739.37501426451,18559.1725008976,22298.5475151622,10616.7637429934,60542.191938848,0.0,0.0,738.307890497836,71158.9556818415,71897.2635723393,3124297
3124304,2020/10/26 00:00:00+00,2020,10,26,port812,New Orleans,United States,USA,2,7,1,0,7,10,17,0.0,30434.4474416978,1735.19977022279,0.0,5328.06611210166,32169.6472119205,37497.7133240222,1685.28583088912,140760.742343497,0.0,0.0,13416.0257417596,142446.028174387,155862.053916146,3124305
3124308,2020/10/27 00:00:00+00,2020,10,27,port812,New Orleans,United States,USA,1,9,0,0,4,10,14,0.0,8129.71956884175,0.0,0.0,0.0,8129.71956884175,8129.71956884175,6923.26778706434,82404.4966448065,0.0,0.0,12604.6552444676,89327.7644318708,101932.419676338,3124309
3124312,2020/10/28 00:00:00+00,2020,10,28,port812,New Orleans,United States,USA,0,2,0,1,1,3,4,0.0,880.221529568569,0.0,0.0,0.0,880.221529568569,880.221529568569,0.0,16067.0588106294,0.0,0.0,2556.20008407599,16067.0588106294,18623.2588947053,3124313
3124316,2020/10/29 00:00:00+00,2020,10,29,port812,New Orleans,United States,USA,0,1,0,0,1,1,2,0.0,5176.92124474979,0.0,0.0,4100.36804842159,5176.92124474979,9277.28929317139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3124317
3124320,2020/10/30 00:00:00+00,2020,10,30,port812,New Orleans,United States,USA,2,12,2,0,8,16,24,0.0,32383.7170029782,3612.85009266033,0.0,17130.4765187512,35996.5670956385,53127.0436143897,8025.41983328251,227874.249155708,23497.5272973654,0.0,36571.5832856973,259397.196286356,295968.779572053,3124321
3124324,2020/10/31 00:00:00+00,2020,10,31,port812,New Orleans,United States,USA,1,9,1,0,7,11,18,0.0,37232.2717186404,4739.8789549107,0.0,8593.04442895293,41972.1506735511,50565.1951025041,9410.74520477075,136717.751296518,0.0,0.0,44328.1829681134,146128.496501288,190456.679469402,3124325
3124328,2020/11/01 00:00:00+00,2020,11,1,port812,New Orleans,United States,USA,2,7,1,0,3,10,13,850.725318502051,50728.1464574557,7303.12079573928,0.0,11120.4787109461,58881.9925716971,70002.4712826431,4563.46178966531,126168.130729802,0.0,0.0,5705.38768119687,130731.592519467,136436.980200664,3124329
3124340,2020/11/02 00:00:00+00,2020,11,2,port812,New Orleans,United States,USA,3,5,4,0,4,12,16,543.531596887846,0.0,1004.87577279879,0.0,4526.18095046799,1548.40736968663,6074.58832015462,15040.1604336768,105134.129817059,11075.935271191,0.0,7357.90651222903,131250.225521927,138608.132034156,3124341
3124343,2020/11/03 00:00:00+00,2020,11,3,port812,New Orleans,United States,USA,1,9,0,0,6,10,16,0.0,40319.6552430046,0.0,0.0,51775.7641242473,40319.6552430046,92095.4193672519,1483.21652581217,92961.4022856356,0.0,0.0,3088.24093680011,94444.6188114478,97532.8597482479,3124344
3124346,2020/11/04 00:00:00+00,2020,11,4,port812,New Orleans,United States,USA,1,4,1,0,3,6,9,1896.5416705625,1116.73678501066,4341.28040803114,0.0,0.0,7354.55886360429,7354.55886360429,0.0,103597.423342432,0.0,0.0,13413.6272245065,103597.423342432,117011.050566939,3124347
