,date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
3123857,2019/01/11 00:00:00+00,2019,1,11,port812,New Orleans,United States,USA,1,14,2,0,12,17,29,0.0,42359.4272902066,2088.60875315364,0.0,75965.4002933547,44448.0360433603,120413.436336715,8297.16980781929,225103.571381057,464.618323070821,0.0,42116.274604764,233865.359511947,275981.634116711,3123858
3123861,2019/01/12 00:00:00+00,2019,1,12,port812,New Orleans,United States,USA,3,7,1,0,15,11,26,0.0,11109.6416471908,4565.1796343005,0.0,5761.3780728882,15674.8212814913,21436.1993543795,23249.3726165262,126007.409249107,0.0,0.0,98159.3220813714,149256.781865634,247416.103947005,3123862
3123865,2019/01/13 00:00:00+00,2019,1,13,port812,New Orleans,United States,USA,2,13,3,0,6,18,24,0.0,51911.6229164383,1891.22418736318,0.0,1042.22940689997,53802.8471038015,54845.0765107015,7060.68601638773,103805.377259537,27551.9591071134,0.0,54324.3634816781,138418.022383038,192742.385864717,3123866
3123870,2019/01/14 00:00:00+00,2019,1,14,port812,New Orleans,United States,USA,2,11,0,0,13,13,26,0.0,32377.4054334263,0.0,0.0,44079.8861519618,32377.4054334263,76457.2915853881,17366.7707648116,82336.0417654103,0.0,0.0,73179.0366489279,99702.8125302219,172881.84917915,3123871
3123875,2019/01/15 00:00:00+00,2019,1,15,port812,New Orleans,United States,USA,2,11,3,0,11,16,27,0.0,47524.6189038039,12828.7968978982,0.0,46148.6206475204,60353.4158017021,106502.036449222,6712.91795858378,76647.2745468025,0.0,0.0,83881.0934286778,83360.1925053863,167241.285934064,3123876
3123880,2019/01/16 00:00:00+00,2019,1,16,port812,New Orleans,United States,USA,2,13,0,0,5,15,20,0.0,34258.9203374478,0.0,0.0,0.0,34258.9203374478,34258.9203374478,9487.34797646562,187339.000409484,0.0,0.0,27188.149345196,196826.34838595,224014.497731146,3123881
3123885,2019/01/17 00:00:00+00,2019,1,17,port812,New Orleans,United States,USA,3,8,0,0,4,11,15,945.726658674546,20347.3645168509,0.0,0.0,0.0,21293.0911755255,21293.0911755255,4777.37901712514,147734.730333852,0.0,0.0,27433.0137061593,152512.109350977,179945.123057137,3123886
3123889,2019/01/18 00:00:00+00,2019,1,18,port812,New Orleans,United States,USA,3,3,2,0,7,8,15,541.959029088554,21176.0377456736,561.88250334905,0.0,47849.5171677854,22279.8792781112,70129.3964458966,7516.11723809585,6628.48355336159,8877.99691997868,0.0,1843.11575599525,23022.5977114361,24865.7134674314,3123890
3123896,2019/01/19 00:00:00+00,2019,1,19,port812,New Orleans,United States,USA,1,12,3,0,8,16,24,0.0,17305.5011039125,774.876731793032,0.0,15082.0801924963,18080.3778357056,33162.4580282019,5489.07183318367,187082.587090422,9231.30916324258,0.0,34365.2603971161,201802.968086848,236168.228483964,3123897
3123901,2019/01/20 00:00:00+00,2019,1,20,port812,New Orleans,United States,USA,2,8,1,0,9,11,20,0.0,23281.5274724916,0.0,0.0,23991.1426359563,23281.5274724916,47272.6701084479,10134.5063537942,180475.832196129,20007.4340243769,0.0,71425.2854265523,210617.7725743,282043.058000853,3123902
3123906,2019/01/21 00:00:00+00,2019,1,21,port812,New Orleans,United States,USA,2,6,1,0,8,9,17,0.0,35032.9025377939,3624.75213090896,0.0,35709.4279299401,38657.6546687029,74367.082598643,7318.9961069387,28449.9548986644,0.0,0.0,39158.7184754994,35768.9510056031,74927.6694811024,3123907
3123911,2019/01/22 00:00:00+00,2019,1,22,port812,New Orleans,United States,USA,1,14,2,0,4,17,21,0.0,98219.4129203017,2836.41264100313,0.0,23078.423610195,101055.825561305,124134.2491715,8824.37033565319,76367.4702982733,0.0,0.0,14514.9284325571,85191.8406339265,99706.7690664836,3123912
3123916,2019/01/23 00:00:00+00,2019,1,23,port812,New Orleans,United States,USA,3,9,0,0,7,12,19,0.0,67801.1705746241,0.0,0.0,8536.06840334417,67801.1705746241,76337.2389779683,18481.5919870737,100236.755207536,0.0,0.0,28424.318995382,118718.34719461,147142.666189992,3123917
3123938,2019/01/24 00:00:00+00,2019,1,24,port812,New Orleans,United States,USA,1,8,1,0,5,10,15,4233.41742392252,19449.4947247402,1849.86674279892,0.0,21330.4549020329,25532.7788914616,46863.2337934945,0.0,65694.8389817256,0.0,0.0,50152.6651564873,65694.8389817256,115847.504138213,3123939
3123942,2019/01/25 00:00:00+00,2019,1,25,port812,New Orleans,United States,USA,2,9,1,0,7,12,19,0.0,70195.3528519258,2980.78649632574,0.0,272.109513807064,73176.1393482516,73448.2488620587,6134.05929956316,92265.3121502291,0.0,0.0,32935.7236944699,98399.3714497923,131335.095144262,3123943
3123946,2019/01/26 00:00:00+00,2019,1,26,port812,New Orleans,United States,USA,1,7,2,0,6,10,16,0.0,1215.99432620293,6400.21009730719,0.0,9831.52066281797,7616.20442351012,17447.7250863281,1964.6520283174,135066.320703156,0.0,0.0,49971.078621494,137030.972731473,187002.051352967,3123947
3123976,2019/01/27 00:00:00+00,2019,1,27,port812,New Orleans,United States,USA,2,9,1,0,6,12,18,0.0,46190.5688315184,0.0,0.0,9365.35907823425,46190.5688315184,55555.9279097526,11499.9400211515,158468.664081461,1523.1966992695,0.0,59608.1930552324,171491.800801882,231099.993857115,3123977
3123978,2019/01/28 00:00:00+00,2019,1,28,port812,New Orleans,United States,USA,1,12,0,0,9,13,22,1735.55301137784,74873.5642909996,0.0,0.0,29167.4052520796,76609.1173023775,105776.522554457,0.0,115460.210233089,0.0,0.0,52994.8849456824,115460.210233089,168455.095178771,3123979
3123980,2019/01/29 00:00:00+00,2019,1,29,port812,New Orleans,United States,USA,1,12,0,0,4,13,17,1777.82505226378,37468.9229074017,0.0,0.0,0.0,39246.7479596655,39246.7479596655,0.0,183046.079808859,0.0,0.0,31413.5411259269,183046.079808859,214459.620934786,3123981
3123981,2019/01/30 00:00:00+00,2019,1,30,port812,New Orleans,United States,USA,2,7,1,0,9,10,19,10386.9296447763,32577.6838985211,0.0,0.0,12252.5068766834,42964.6135432974,55217.1204199808,473.954929283551,74913.5895424833,18310.045960195,0.0,46815.7859490948,93697.5904319619,140513.376381057,3123982
3123983,2019/01/31 00:00:00+00,2019,1,31,port812,New Orleans,United States,USA,1,9,4,0,12,14,26,0.0,22696.0503124298,15912.3428156663,0.0,106206.01662306,38608.3931280962,144814.409751156,3147.57768658592,82780.6666140809,4773.31364432587,0.0,79132.3228527796,90701.5579449927,169833.880797772,3123984
3123604,2019/02/01 00:00:00+00,2019,2,1,port812,New Orleans,United States,USA,2,6,0,0,9,8,17,6082.20727166942,374.885561214369,0.0,0.0,19067.5965547643,6457.09283288379,25524.6893876481,1624.22088373323,51165.8448083144,0.0,0.0,56690.2255205104,52790.0656920476,109480.291212558,3123605
3123608,2019/02/02 00:00:00+00,2019,2,2,port812,New Orleans,United States,USA,1,10,5,0,4,16,20,0.0,16568.1341528803,18309.7490449341,0.0,10607.2760583574,34877.8831978143,45485.1592561718,11094.365025633,80566.0728735692,29620.1789528876,0.0,40314.2951226277,121280.61685209,161594.911974718,3123609
