,date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
2055,2024/11/10 00:00:00+00,2024,11,10,port1105,Rizhao,China,CHN,1,2,0,0,0,3,3,0.0,54379.0927282768,0.0,0.0,0.0,54379.0927282768,54379.0927282768,0.0,4673.25482537903,0.0,0.0,0.0,4673.25482537903,4673.25482537903,252584
2054,2024/11/09 00:00:00+00,2024,11,9,port1105,Rizhao,China,CHN,1,2,1,0,0,4,4,0.0,254383.518704053,2054.03078044639,0.0,0.0,256437.549484499,256437.549484499,0.0,0.0,3536.81882169516,0.0,0.0,3536.81882169516,3536.81882169516,252583
2053,2024/11/08 00:00:00+00,2024,11,8,port1105,Rizhao,China,CHN,1,6,0,0,0,7,7,524.823055117944,148514.832726187,0.0,0.0,0.0,149039.655781305,149039.655781305,0.0,9642.1605271308,0.0,0.0,0.0,9642.1605271308,9642.1605271308,252582
2052,2024/11/07 00:00:00+00,2024,11,7,port1105,Rizhao,China,CHN,3,2,2,0,0,7,7,244.531975386464,116040.956470271,5964.7987311794,0.0,0.0,122250.287176837,122250.287176837,12977.2450513926,0.0,6202.61216279626,0.0,0.0,19179.8572141888,19179.8572141888,252581
2051,2024/11/06 00:00:00+00,2024,11,6,port1105,Rizhao,China,CHN,0,8,3,0,0,11,11,0.0,343576.0499467,3110.64629544862,0.0,0.0,346686.696242149,346686.696242149,0.0,13114.4145432399,12551.5017911154,0.0,0.0,25665.9163343553,25665.9163343553,252580
2050,2024/11/05 00:00:00+00,2024,11,5,port1105,Rizhao,China,CHN,2,5,0,0,0,7,7,0.0,96397.5399472275,0.0,0.0,0.0,96397.5399472275,96397.5399472275,0.0,6797.42431088945,0.0,0.0,0.0,6797.42431088945,6797.42431088945,252579
2049,2024/11/04 00:00:00+00,2024,11,4,port1105,Rizhao,China,CHN,1,2,2,0,0,5,5,3291.11290034423,90925.5550145069,503.976058235794,0.0,0.0,94720.6439730869,94720.6439730869,0.0,5133.62437558901,10134.4412796083,0.0,0.0,15268.0656551973,15268.0656551973,252578
2048,2024/11/03 00:00:00+00,2024,11,3,port1105,Rizhao,China,CHN,3,2,1,0,0,6,6,621.307430008342,53749.5660487023,1014.23718874747,0.0,0.0,55385.1106674581,55385.1106674581,6481.74077127468,12740.2536253367,5856.5214569754,0.0,0.0,25078.5158535868,25078.5158535868,252577
2047,2024/11/02 00:00:00+00,2024,11,2,port1105,Rizhao,China,CHN,1,2,0,0,0,3,3,0.0,57719.2242049574,0.0,0.0,0.0,57719.2242049574,57719.2242049574,7047.16642771651,5272.34776485144,0.0,0.0,0.0,12319.514192568,12319.514192568,252576
2046,2024/11/01 00:00:00+00,2024,11,1,port1105,Rizhao,China,CHN,0,4,0,0,0,4,4,0.0,170626.87402438,0.0,0.0,0.0,170626.87402438,170626.87402438,0.0,3111.06378038155,0.0,0.0,0.0,3111.06378038155,3111.06378038155,252575
2045,2024/10/31 00:00:00+00,2024,10,31,port1105,Rizhao,China,CHN,1,2,1,0,0,4,4,0.0,58227.0896376844,0.0,0.0,0.0,58227.0896376844,58227.0896376844,15403.9909724762,0.0,2883.52376581871,0.0,0.0,18287.5147382949,18287.5147382949,252574
2044,2024/10/30 00:00:00+00,2024,10,30,port1105,Rizhao,China,CHN,1,3,0,0,0,4,4,0.0,128484.432771341,0.0,0.0,0.0,128484.432771341,128484.432771341,2608.92224344179,0.0,0.0,0.0,0.0,2608.92224344179,2608.92224344179,252573
2043,2024/10/29 00:00:00+00,2024,10,29,port1105,Rizhao,China,CHN,3,3,1,0,1,7,8,0.0,47356.2796126085,3520.43000437897,0.0,0.0,50876.7096169874,50876.7096169874,10533.6675416554,3111.06378038155,263.081464760838,0.0,0.0,13907.8127867978,13907.8127867978,252572
2042,2024/10/28 00:00:00+00,2024,10,28,port1105,Rizhao,China,CHN,0,6,0,0,0,6,6,0.0,357025.327313396,0.0,0.0,0.0,357025.327313396,357025.327313396,0.0,6222.12756076311,0.0,0.0,0.0,6222.12756076311,6222.12756076311,252571
2041,2024/10/27 00:00:00+00,2024,10,27,port1105,Rizhao,China,CHN,3,2,0,0,0,5,5,452.902242868791,39976.1910972726,0.0,0.0,0.0,40429.0933401414,40429.0933401414,5084.38678591369,181.13587093656,0.0,0.0,0.0,5265.52265685025,5265.52265685025,252570
2040,2024/10/26 00:00:00+00,2024,10,26,port1105,Rizhao,China,CHN,1,4,1,0,0,6,6,0.0,89179.8510965137,12862.7492071312,0.0,0.0,102042.600303645,102042.600303645,0.0,34013.8581743733,0.0,0.0,0.0,34013.8581743733,34013.8581743733,252569
2039,2024/10/25 00:00:00+00,2024,10,25,port1105,Rizhao,China,CHN,2,8,1,0,1,11,12,313.390371035002,367387.483700877,0.0,0.0,6925.0896610612,367700.874071912,374625.963732973,5405.44970422281,6222.12756076311,13466.8061274428,0.0,0.0,25094.3833924287,25094.3833924287,252568
2038,2024/10/24 00:00:00+00,2024,10,24,port1105,Rizhao,China,CHN,2,3,2,0,0,7,7,8900.55224730217,201176.987999008,2999.54272803789,0.0,0.0,213077.082974348,213077.082974348,11142.529048619,0.0,5856.5214569754,0.0,0.0,16999.0505055944,16999.0505055944,252567
2037,2024/10/23 00:00:00+00,2024,10,23,port1105,Rizhao,China,CHN,1,4,0,0,0,5,5,0.0,283559.777103249,0.0,0.0,0.0,283559.777103249,283559.777103249,0.0,3111.06378038155,0.0,0.0,0.0,3111.06378038155,3111.06378038155,252566
2036,2024/10/22 00:00:00+00,2024,10,22,port1105,Rizhao,China,CHN,4,3,0,0,0,7,7,2385.59619899882,256584.060947672,0.0,0.0,0.0,258969.657146671,258969.657146671,21323.5257027793,0.0,0.0,0.0,0.0,21323.5257027793,21323.5257027793,252565
2035,2024/10/21 00:00:00+00,2024,10,21,port1105,Rizhao,China,CHN,1,3,1,0,0,5,5,0.0,109323.990728253,0.0,0.0,0.0,109323.990728253,109323.990728253,361.44858822839,0.0,9630.47616971185,0.0,0.0,9991.92475794024,9991.92475794024,252564
2034,2024/10/20 00:00:00+00,2024,10,20,port1105,Rizhao,China,CHN,4,5,1,0,0,10,10,4193.39515380613,409364.073911802,0.0,0.0,0.0,413557.469065608,413557.469065608,3475.79461896734,0.0,0.0,0.0,0.0,3475.79461896734,3475.79461896734,252563
2033,2024/10/19 00:00:00+00,2024,10,19,port1105,Rizhao,China,CHN,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252562
2032,2024/10/18 00:00:00+00,2024,10,18,port1105,Rizhao,China,CHN,2,1,0,0,0,3,3,1685.86944147797,28121.8927131436,0.0,0.0,0.0,29807.7621546215,29807.7621546215,731.89462422824,0.0,0.0,0.0,0.0,731.89462422824,731.89462422824,252561
2031,2024/10/17 00:00:00+00,2024,10,17,port1105,Rizhao,China,CHN,0,3,1,0,0,4,4,0.0,149342.460545999,0.0,0.0,0.0,149342.460545999,149342.460545999,0.0,0.0,795.897345779373,0.0,0.0,795.897345779373,795.897345779373,252560
2030,2024/10/16 00:00:00+00,2024,10,16,port1105,Rizhao,China,CHN,1,2,1,0,1,4,5,796.6390240267,80577.3051173728,0.0,0.0,0.0,81373.9441413995,81373.9441413995,853.618323742719,43739.6331284219,2103.11996588477,0.0,0.0,46696.3714180494,46696.3714180494,252559
2029,2024/10/15 00:00:00+00,2024,10,15,port1105,Rizhao,China,CHN,2,6,2,0,0,10,10,489.176463018011,182201.121145722,629.547609419243,0.0,0.0,183319.84521816,183319.84521816,5423.60938770019,12825.2400671307,1695.90125890833,0.0,0.0,19944.7507137392,19944.7507137392,252558
2028,2024/10/14 00:00:00+00,2024,10,14,port1105,Rizhao,China,CHN,0,3,1,0,0,4,4,0.0,156195.042406284,0.0,0.0,0.0,156195.042406284,156195.042406284,0.0,0.0,3931.52229883341,0.0,0.0,3931.52229883341,3931.52229883341,252557
2027,2024/10/13 00:00:00+00,2024,10,13,port1105,Rizhao,China,CHN,2,3,0,0,1,5,6,0.0,77201.867124246,0.0,0.0,0.0,77201.867124246,77201.867124246,8694.91741753046,657.677026700025,0.0,0.0,0.0,9352.59444423048,9352.59444423048,252556
2024,2024/10/12 00:00:00+00,2024,10,12,port1105,Rizhao,China,CHN,0,4,1,0,0,5,5,0.0,215706.408604994,0.0,0.0,0.0,215706.408604994,215706.408604994,0.0,575.296750126347,1623.04536154621,0.0,0.0,2198.34211167256,2198.34211167256,252550
2021,2024/10/11 00:00:00+00,2024,10,11,port1105,Rizhao,China,CHN,3,6,0,1,0,10,10,794.031187351764,216934.93214794,0.0,0.0,0.0,217728.963335292,217728.963335292,4309.39133495706,21033.3145898913,0.0,770.445427926914,0.0,26113.1513527753,26113.1513527753,252544
2018,2024/10/10 00:00:00+00,2024,10,10,port1105,Rizhao,China,CHN,3,3,0,0,0,6,6,0.0,215784.613320104,0.0,0.0,0.0,215784.613320104,215784.613320104,9242.86006791097,0.0,0.0,0.0,0.0,9242.86006791097,9242.86006791097,252533
1971,2024/10/09 00:00:00+00,2024,10,9,port1105,Rizhao,China,CHN,1,3,2,0,0,6,6,0.0,171963.118899602,0.0,0.0,0.0,171963.118899602,171963.118899602,2088.41829627358,3111.06378038155,30463.7704979588,0.0,0.0,35663.252574614,35663.252574614,252486
1967,2024/10/08 00:00:00+00,2024,10,8,port1105,Rizhao,China,CHN,0,6,0,0,0,6,6,0.0,303027.513918592,0.0,0.0,0.0,303027.513918592,303027.513918592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252479
1964,2024/10/07 00:00:00+00,2024,10,7,port1105,Rizhao,China,CHN,2,4,0,0,0,6,6,0.0,190640.950474326,0.0,0.0,0.0,190640.950474326,190640.950474326,4195.9768203076,0.0,0.0,0.0,0.0,4195.9768203076,4195.9768203076,252473
1961,2024/10/06 00:00:00+00,2024,10,6,port1105,Rizhao,China,CHN,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252467
1958,2024/10/05 00:00:00+00,2024,10,5,port1105,Rizhao,China,CHN,0,1,1,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2395.64489984731,254.729114662545,0.0,0.0,2650.37401450985,2650.37401450985,252461
1953,2024/10/04 00:00:00+00,2024,10,4,port1105,Rizhao,China,CHN,0,4,0,0,0,4,4,0.0,171275.450781741,0.0,0.0,0.0,171275.450781741,171275.450781741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252452
2140,2024/10/03 00:00:00+00,2024,10,3,port1105,Rizhao,China,CHN,0,5,0,0,0,5,5,0.0,216206.244836199,0.0,0.0,0.0,216206.244836199,216206.244836199,0.0,4119.18162332189,0.0,0.0,0.0,4119.18162332189,4119.18162332189,252799
2139,2024/10/02 00:00:00+00,2024,10,2,port1105,Rizhao,China,CHN,5,3,3,0,0,11,11,1128.00184515883,93577.4956728022,1014.23718874747,0.0,0.0,95719.7347067085,95719.7347067085,4827.79263395588,0.0,7278.26571577663,0.0,0.0,12106.0583497325,12106.0583497325,252797
2137,2024/10/01 00:00:00+00,2024,10,1,port1105,Rizhao,China,CHN,2,5,1,0,0,8,8,0.0,232761.630249258,0.0,0.0,0.0,232761.630249258,232761.630249258,2571.05029947699,0.0,7759.17848319749,0.0,0.0,10330.2287826745,10330.2287826745,252795
2135,2024/09/30 00:00:00+00,2024,9,30,port1105,Rizhao,China,CHN,0,2,1,0,0,3,3,0.0,139492.759717624,0.0,0.0,0.0,139492.759717624,139492.759717624,0.0,0.0,7091.45798666697,0.0,0.0,7091.45798666697,7091.45798666697,252792
2133,2024/09/29 00:00:00+00,2024,9,29,port1105,Rizhao,China,CHN,0,3,0,0,0,3,3,0.0,100830.877125236,0.0,0.0,0.0,100830.877125236,100830.877125236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252789
2131,2024/09/28 00:00:00+00,2024,9,28,port1105,Rizhao,China,CHN,2,3,1,0,0,6,6,0.0,222646.892932848,0.0,0.0,0.0,222646.892932848,222646.892932848,9566.80385373632,0.0,17744.2196818958,0.0,0.0,27311.0235356321,27311.0235356321,252786
2129,2024/09/27 00:00:00+00,2024,9,27,port1105,Rizhao,China,CHN,0,6,2,0,0,8,8,0.0,280724.014681421,3589.65950112242,0.0,0.0,284313.674182543,284313.674182543,0.0,121690.053651493,7502.37008648898,0.0,0.0,129192.423737982,129192.423737982,252783
2127,2024/09/26 00:00:00+00,2024,9,26,port1105,Rizhao,China,CHN,2,7,0,0,0,9,9,0.0,49618.857535207,0.0,0.0,0.0,49618.857535207,49618.857535207,5320.84093102471,8717.79214891212,0.0,0.0,0.0,14038.6330799368,14038.6330799368,252780
2125,2024/09/25 00:00:00+00,2024,9,25,port1105,Rizhao,China,CHN,2,6,0,0,0,8,8,0.0,204228.142646914,0.0,0.0,0.0,204228.142646914,204228.142646914,5886.85398013479,3823.86990283053,0.0,0.0,0.0,9710.72388296533,9710.72388296533,252777
2123,2024/09/24 00:00:00+00,2024,9,24,port1105,Rizhao,China,CHN,2,6,1,0,0,9,9,0.0,134966.416649214,0.0,0.0,0.0,134966.416649214,134966.416649214,0.0,23328.9710242613,0.0,0.0,0.0,23328.9710242613,23328.9710242613,252774
2121,2024/09/23 00:00:00+00,2024,9,23,port1105,Rizhao,China,CHN,4,6,1,0,0,11,11,29813.098120216,274073.239417489,4536.1665034312,0.0,0.0,308422.504041136,308422.504041136,11064.9645457617,46650.8321670394,0.0,0.0,0.0,57715.7967128011,57715.7967128011,252771
2119,2024/09/22 00:00:00+00,2024,9,22,port1105,Rizhao,China,CHN,1,7,1,0,0,9,9,172.723757343422,94570.9739314106,0.0,0.0,0.0,94743.697688754,94743.697688754,995.58232282233,7710.78962396708,0.0,0.0,0.0,8706.37194678941,8706.37194678941,252768
2117,2024/09/21 00:00:00+00,2024,9,21,port1105,Rizhao,China,CHN,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252765
2115,2024/09/20 00:00:00+00,2024,9,20,port1105,Rizhao,China,CHN,0,3,1,0,0,4,4,0.0,46946.4586399605,0.0,0.0,0.0,46946.4586399605,46946.4586399605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252763
2113,2024/09/19 00:00:00+00,2024,9,19,port1105,Rizhao,China,CHN,0,2,1,0,0,3,3,0.0,148100.901992695,0.0,0.0,0.0,148100.901992695,148100.901992695,0.0,0.0,20278.2553602026,0.0,0.0,20278.2553602026,20278.2553602026,252760
2111,2024/09/18 00:00:00+00,2024,9,18,port1105,Rizhao,China,CHN,4,8,1,0,0,13,13,388.770645119037,145785.341768544,0.0,0.0,0.0,146174.112413663,146174.112413663,23325.433842007,30573.8732217342,0.0,0.0,0.0,53899.3070637412,53899.3070637412,252757
2109,2024/09/17 00:00:00+00,2024,9,17,port1105,Rizhao,China,CHN,1,5,0,0,0,6,6,0.0,358842.74961251,0.0,0.0,0.0,358842.74961251,358842.74961251,3113.27686420719,0.0,0.0,0.0,0.0,3113.27686420719,3113.27686420719,252754
2107,2024/09/16 00:00:00+00,2024,9,16,port1105,Rizhao,China,CHN,0,3,1,0,0,4,4,0.0,339095.455853956,0.0,0.0,0.0,339095.455853956,339095.455853956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252751
2105,2024/09/15 00:00:00+00,2024,9,15,port1105,Rizhao,China,CHN,3,3,3,0,0,9,9,842.652101451054,22008.9159090503,0.0,0.0,0.0,22851.5680105014,22851.5680105014,1971.61060282867,23230.0068241731,15607.7112627544,0.0,0.0,40809.3286897562,40809.3286897562,252734
2104,2024/09/14 00:00:00+00,2024,9,14,port1105,Rizhao,China,CHN,2,5,3,0,0,10,10,0.0,422130.438296533,13565.0031190396,0.0,0.0,435695.441415572,435695.441415572,1876.45943250689,0.0,3065.55014077744,0.0,0.0,4942.00957328433,4942.00957328433,252732
2103,2024/09/13 00:00:00+00,2024,9,13,port1105,Rizhao,China,CHN,3,5,0,0,0,8,8,908.132223961071,85669.5171040149,0.0,0.0,0.0,86577.649327976,86577.649327976,2218.87039051409,329.330439826263,0.0,0.0,0.0,2548.20083034035,2548.20083034035,252730
2102,2024/09/12 00:00:00+00,2024,9,12,port1105,Rizhao,China,CHN,0,5,0,0,0,5,5,0.0,214965.825355732,0.0,0.0,0.0,214965.825355732,214965.825355732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252727
2101,2024/09/11 00:00:00+00,2024,9,11,port1105,Rizhao,China,CHN,0,3,1,0,1,4,5,0.0,273556.058170496,0.0,0.0,0.0,273556.058170496,273556.058170496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252725
2099,2024/09/10 00:00:00+00,2024,9,10,port1105,Rizhao,China,CHN,3,3,2,0,0,8,8,64.1315977497549,171814.915931864,5591.80924307852,0.0,0.0,177470.856772692,177470.856772692,6700.4757353572,0.0,1272.44721246641,0.0,0.0,7972.92294782361,7972.92294782361,252704
2097,2024/09/09 00:00:00+00,2024,9,9,port1105,Rizhao,China,CHN,1,4,0,0,0,5,5,0.0,229995.388703662,0.0,0.0,0.0,229995.388703662,229995.388703662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252699
2095,2024/09/08 00:00:00+00,2024,9,8,port1105,Rizhao,China,CHN,3,3,1,0,0,7,7,172.723757343422,119166.036218512,2065.334384814,0.0,0.0,121404.094360669,121404.094360669,3271.54531132839,0.0,0.0,0.0,0.0,3271.54531132839,3271.54531132839,252694
2093,2024/09/07 00:00:00+00,2024,9,7,port1105,Rizhao,China,CHN,1,7,0,0,0,8,8,233.300467265656,320262.741507461,0.0,0.0,0.0,320496.041974726,320496.041974726,2110.56882312189,0.0,0.0,0.0,0.0,2110.56882312189,2110.56882312189,252689
2091,2024/09/06 00:00:00+00,2024,9,6,port1105,Rizhao,China,CHN,2,2,0,0,0,4,4,548.518816724038,135363.697939615,0.0,0.0,0.0,135912.216756339,135912.216756339,5430.06662667519,0.0,0.0,0.0,0.0,5430.06662667519,5430.06662667519,252684
2088,2024/09/05 00:00:00+00,2024,9,5,port1105,Rizhao,China,CHN,2,3,0,0,0,5,5,796.6390240267,208603.664757864,0.0,0.0,0.0,209400.303781891,209400.303781891,7263.39604123906,0.0,0.0,0.0,0.0,7263.39604123906,7263.39604123906,252674
2086,2024/09/04 00:00:00+00,2024,9,4,port1105,Rizhao,China,CHN,1,4,1,0,0,6,6,0.0,310700.050511507,665.121348743779,0.0,0.0,311365.17186025,311365.17186025,0.0,14846.9974509294,0.0,0.0,0.0,14846.9974509294,14846.9974509294,252669
2084,2024/09/03 00:00:00+00,2024,9,3,port1105,Rizhao,China,CHN,3,5,0,0,1,8,9,30.1806577147784,177651.13172986,0.0,0.0,2588.44750861001,177681.312387575,180269.759896185,5067.61284138098,0.0,0.0,0.0,0.0,5067.61284138098,5067.61284138098,252664
2082,2024/09/02 00:00:00+00,2024,9,2,port1105,Rizhao,China,CHN,1,5,1,0,0,7,7,0.0,43112.1964251859,0.0,0.0,0.0,43112.1964251859,43112.1964251859,0.0,37826.3134694288,15607.7112627544,0.0,0.0,53434.0247321832,53434.0247321832,252659
2080,2024/09/01 00:00:00+00,2024,9,1,port1105,Rizhao,China,CHN,0,4,0,0,0,4,4,0.0,108587.549074833,0.0,0.0,0.0,108587.549074833,108587.549074833,0.0,8801.83299481893,0.0,0.0,0.0,8801.83299481893,8801.83299481893,252654
2077,2024/08/31 00:00:00+00,2024,8,31,port1105,Rizhao,China,CHN,1,4,0,0,0,5,5,0.0,300753.976455858,0.0,0.0,0.0,300753.976455858,300753.976455858,3298.79671750581,0.0,0.0,0.0,0.0,3298.79671750581,3298.79671750581,252645
2075,2024/08/30 00:00:00+00,2024,8,30,port1105,Rizhao,China,CHN,1,4,1,0,0,6,6,0.0,347201.722752246,0.0,0.0,0.0,347201.722752246,347201.722752246,525.443620620696,32946.8047585149,4323.49965567507,0.0,0.0,37795.7480348107,37795.7480348107,252640
2073,2024/08/29 00:00:00+00,2024,8,29,port1105,Rizhao,China,CHN,3,5,2,0,0,10,10,1306.87701985498,250494.808542074,2959.94472040026,0.0,0.0,254761.630282329,254761.630282329,2589.44969728325,0.0,8836.70702124573,0.0,0.0,11426.156718529,11426.156718529,252635
2071,2024/08/28 00:00:00+00,2024,8,28,port1105,Rizhao,China,CHN,3,9,0,0,0,12,12,0.0,206157.046180602,0.0,0.0,0.0,206157.046180602,206157.046180602,8755.79527967821,4321.17147410603,0.0,0.0,0.0,13076.9667537842,13076.9667537842,252630
2069,2024/08/27 00:00:00+00,2024,8,27,port1105,Rizhao,China,CHN,0,1,0,0,0,1,1,0.0,16347.7706200908,0.0,0.0,0.0,16347.7706200908,16347.7706200908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252625
2066,2024/08/26 00:00:00+00,2024,8,26,port1105,Rizhao,China,CHN,3,3,1,0,0,7,7,3651.92199349532,183165.080994851,0.0,0.0,0.0,186817.002988346,186817.002988346,1107.65919840705,0.0,18108.7697904769,0.0,0.0,19216.428988884,19216.428988884,252616
2064,2024/08/25 00:00:00+00,2024,8,25,port1105,Rizhao,China,CHN,1,3,0,0,0,4,4,0.0,127242.978462299,0.0,0.0,0.0,127242.978462299,127242.978462299,4858.17187955023,0.0,0.0,0.0,0.0,4858.17187955023,4858.17187955023,252611
2062,2024/08/24 00:00:00+00,2024,8,24,port1105,Rizhao,China,CHN,2,7,0,0,0,9,9,0.0,369793.38027486,0.0,0.0,0.0,369793.38027486,369793.38027486,1529.59978701246,7132.26414651574,0.0,0.0,0.0,8661.86393352821,8661.86393352821,252606
2059,2024/08/23 00:00:00+00,2024,8,23,port1105,Rizhao,China,CHN,0,3,0,0,0,3,3,0.0,101166.602166824,0.0,0.0,0.0,101166.602166824,101166.602166824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252601
2056,2024/08/22 00:00:00+00,2024,8,22,port1105,Rizhao,China,CHN,2,6,0,0,1,8,9,548.518816724038,247702.284884385,0.0,0.0,18282.4703988712,248250.803701109,266533.274099981,4935.30902860025,0.0,0.0,0.0,0.0,4935.30902860025,4935.30902860025,252597
2025,2024/08/21 00:00:00+00,2024,8,21,port1105,Rizhao,China,CHN,1,5,2,0,0,8,8,0.0,71999.5262150755,1627.52443802495,0.0,0.0,73627.0506531005,73627.0506531005,658.34473836032,26726.7403966098,5683.73060938403,0.0,0.0,33068.8157443541,33068.8157443541,252551
2022,2024/08/20 00:00:00+00,2024,8,20,port1105,Rizhao,China,CHN,3,2,0,0,0,5,5,796.6390240267,123266.537500787,0.0,0.0,0.0,124063.176524814,124063.176524814,18576.0363106969,0.0,0.0,0.0,0.0,18576.0363106969,18576.0363106969,252545
2019,2024/08/19 00:00:00+00,2024,8,19,port1105,Rizhao,China,CHN,2,3,1,0,0,6,6,244.531975386464,88974.725009278,0.0,0.0,0.0,89219.2569846645,89219.2569846645,2933.29810896775,0.0,18277.6289403928,0.0,0.0,21210.9270493605,21210.9270493605,252539
2017,2024/08/18 00:00:00+00,2024,8,18,port1105,Rizhao,China,CHN,3,5,0,0,0,8,8,490.00211351791,88279.1790369316,0.0,0.0,0.0,88769.1811504495,88769.1811504495,5080.77327479371,6228.69302644893,0.0,0.0,0.0,11309.4663012426,11309.4663012426,252532
1970,2024/08/17 00:00:00+00,2024,8,17,port1105,Rizhao,China,CHN,0,2,1,0,0,3,3,0.0,102017.836375423,0.0,0.0,0.0,102017.836375423,102017.836375423,0.0,17362.1028887724,0.0,0.0,0.0,17362.1028887724,17362.1028887724,252482
1966,2024/08/16 00:00:00+00,2024,8,16,port1105,Rizhao,China,CHN,2,4,1,0,0,7,7,863.317865699029,246745.541107163,1014.23718874747,0.0,0.0,248623.096161609,248623.096161609,16403.3374189812,2166.63612244228,5856.5214569754,0.0,0.0,24426.4949983989,24426.4949983989,252475
1956,2024/08/15 00:00:00+00,2024,8,15,port1105,Rizhao,China,CHN,0,4,0,0,0,4,4,0.0,181612.828799676,0.0,0.0,0.0,181612.828799676,181612.828799676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252457
1952,2024/08/14 00:00:00+00,2024,8,14,port1105,Rizhao,China,CHN,3,3,0,0,0,6,6,1352.12443239361,72603.8359018803,0.0,0.0,0.0,73955.960334274,73955.960334274,7353.27541888905,0.0,0.0,0.0,0.0,7353.27541888905,7353.27541888905,252450
1951,2024/08/13 00:00:00+00,2024,8,13,port1105,Rizhao,China,CHN,3,5,2,0,0,10,10,2059.61786103033,202200.733534101,6964.8339762849,0.0,0.0,211225.185371416,211225.185371416,9131.75508363435,35427.7212983065,0.0,0.0,0.0,44559.4763819409,44559.4763819409,252449
1950,2024/08/12 00:00:00+00,2024,8,12,port1105,Rizhao,China,CHN,1,5,2,0,0,8,8,569.462437350103,219276.26575168,503.976058235794,0.0,0.0,220349.704247266,220349.704247266,0.0,14370.2546020704,10134.4412796083,0.0,0.0,24504.6958816787,24504.6958816787,252448
1949,2024/08/11 00:00:00+00,2024,8,11,port1105,Rizhao,China,CHN,1,2,0,0,0,3,3,0.0,219143.347479214,0.0,0.0,0.0,219143.347479214,219143.347479214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252447
1948,2024/08/10 00:00:00+00,2024,8,10,port1105,Rizhao,China,CHN,4,3,2,0,0,9,9,2490.35952413173,74556.0056652887,0.0,0.0,0.0,77046.3651894205,77046.3651894205,8596.30010801103,0.0,2407.63858976082,0.0,0.0,11003.9386977719,11003.9386977719,252446
1947,2024/08/09 00:00:00+00,2024,8,9,port1105,Rizhao,China,CHN,1,5,2,0,0,8,8,1955.64778443873,158214.208248533,410.03802376468,0.0,0.0,160579.894056736,160579.894056736,0.0,1966.04412550987,136.973292517618,0.0,0.0,2103.01741802749,2103.01741802749,252445
1946,2024/08/08 00:00:00+00,2024,8,8,port1105,Rizhao,China,CHN,1,3,0,0,0,4,4,0.0,84487.8039030794,0.0,0.0,0.0,84487.8039030794,84487.8039030794,272.937876119082,42718.1215849449,0.0,0.0,0.0,42991.059461064,42991.059461064,252444
1945,2024/08/07 00:00:00+00,2024,8,7,port1105,Rizhao,China,CHN,2,1,2,0,0,5,5,0.0,51896.9647560189,6537.9630478063,0.0,0.0,58434.9278038252,58434.9278038252,2039.85537905446,0.0,17744.2196818958,0.0,0.0,19784.0750609503,19784.0750609503,252443
1944,2024/08/06 00:00:00+00,2024,8,6,port1105,Rizhao,China,CHN,3,3,0,0,0,6,6,0.0,128701.26017143,0.0,0.0,0.0,128701.26017143,128701.26017143,8901.49713380428,0.0,0.0,0.0,0.0,8901.49713380428,8901.49713380428,252442
1943,2024/08/05 00:00:00+00,2024,8,5,port1105,Rizhao,China,CHN,2,4,1,0,0,7,7,0.0,379212.898062446,1014.23718874747,0.0,0.0,380227.135251194,380227.135251194,3318.77906136667,0.0,5856.5214569754,0.0,0.0,9175.30051834207,9175.30051834207,252441
1942,2024/08/04 00:00:00+00,2024,8,4,port1105,Rizhao,China,CHN,2,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4472.67318400674,0.0,0.0,0.0,0.0,4472.67318400674,4472.67318400674,252440
1941,2024/08/03 00:00:00+00,2024,8,3,port1105,Rizhao,China,CHN,2,8,2,0,0,12,12,3913.42069249447,345978.08979711,3176.8149077622,0.0,0.0,353068.325397367,353068.325397367,651.896673279109,0.0,0.0,0.0,0.0,651.896673279109,651.896673279109,252439
